agent,expName,group,model,value,param,param2
5fd7782dee03dc08d3f3f491,FullPilot13,combined,log-ratio,99.99999998966233,$\beta_V$,beta_ss
5fd7782dee03dc08d3f3f491,FullPilot13,combined,log-ratio,0.01671589358244091,$\lambda$,leak
5484a2b2fdf99b07b28f2335,FullPilot13,perceptual,log-ratio,43.26406187549001,$\beta_P$,beta_ff
5484a2b2fdf99b07b28f2335,FullPilot13,perceptual,log-ratio,6.273500736038834,$\beta_V$,beta_ss
5484a2b2fdf99b07b28f2335,FullPilot13,perceptual,log-ratio,0.027840018101036534,$\lambda$,leak
58e558cc728bea0001bbda24,FullPilot13,perceptual,log-ratio,39.00900811651663,$\beta_P$,beta_ff
58e558cc728bea0001bbda24,FullPilot13,perceptual,log-ratio,4.821727966534667,$\beta_V$,beta_ss
58e558cc728bea0001bbda24,FullPilot13,perceptual,log-ratio,2.2084420779888703e-06,$\lambda$,leak
66f3ce30fcb5b781b42e3ec4,FullPilot13,random,log-ratio,0.00025482177733948674,$\beta_P$,beta_ff
66f3ce30fcb5b781b42e3ec4,FullPilot13,random,log-ratio,0.00025482177733948674,$\beta_V$,beta_ss
66f3ce30fcb5b781b42e3ec4,FullPilot13,random,log-ratio,0.9998680114746094,$\lambda$,leak
66f636a15a0ec8d9ef572bae,FullPilot13,perceptual,log-ratio,53.92267242409289,$\beta_P$,beta_ff
66f636a15a0ec8d9ef572bae,FullPilot13,perceptual,log-ratio,1.4975666573491253e-07,$\beta_V$,beta_ss
66f636a15a0ec8d9ef572bae,FullPilot13,perceptual,log-ratio,0.10879882954061032,$\lambda$,leak
5de7ccc24b7cf973d7b05bfb,FullPilot13,value,log-ratio,0.12135387714951662,$\beta_P$,beta_ff
5de7ccc24b7cf973d7b05bfb,FullPilot13,value,log-ratio,6.454585871048032,$\beta_V$,beta_ss
5de7ccc24b7cf973d7b05bfb,FullPilot13,value,log-ratio,1.623995382615817e-11,$\lambda$,leak
58c1ce3c3783090001b49355,FullPilot13,combined,log-ratio,19.69893525256775,$\beta_P$,beta_ff
58c1ce3c3783090001b49355,FullPilot13,combined,log-ratio,99.99999998966233,$\beta_V$,beta_ss
58c1ce3c3783090001b49355,FullPilot13,combined,log-ratio,0.12687615235592237,$\lambda$,leak
6699628702676370f9e96d92,FullPilot13,combined,log-ratio,41.50288821474969,$\beta_P$,beta_ff
6699628702676370f9e96d92,FullPilot13,combined,log-ratio,99.99999999982829,$\beta_V$,beta_ss
6699628702676370f9e96d92,FullPilot13,combined,log-ratio,0.027733540848901617,$\lambda$,leak
66d9e6817a3bfbc48269c66d,FullPilot13,value,log-ratio,40.684183737635614,$\beta_P$,beta_ff
66d9e6817a3bfbc48269c66d,FullPilot13,value,log-ratio,99.99999985024334,$\beta_V$,beta_ss
66d9e6817a3bfbc48269c66d,FullPilot13,value,log-ratio,0.1977606962174177,$\lambda$,leak
5ecc6fb87c7c7646490f3cf8,FullPilot13,combined,log-ratio,35.608485366497185,$\beta_P$,beta_ff
5ecc6fb87c7c7646490f3cf8,FullPilot13,combined,log-ratio,99.99999998966233,$\beta_V$,beta_ss
5ecc6fb87c7c7646490f3cf8,FullPilot13,combined,log-ratio,1.0337680711458574e-10,$\lambda$,leak
66ff98ad62f57f7204a560f7,FullPilot13,value,log-ratio,19.715936105797297,$\beta_P$,beta_ff
66ff98ad62f57f7204a560f7,FullPilot13,value,log-ratio,99.99999999982829,$\beta_V$,beta_ss
66ff98ad62f57f7204a560f7,FullPilot13,value,log-ratio,0.0624875358367426,$\lambda$,leak
66c7abc47de7196e9cac1014,FullPilot13,value,log-ratio,2.0086765246674076e-06,$\beta_P$,beta_ff
66c7abc47de7196e9cac1014,FullPilot13,value,log-ratio,7.545577812194821,$\beta_V$,beta_ss
66c7abc47de7196e9cac1014,FullPilot13,value,log-ratio,2.008676530662612e-08,$\lambda$,leak
66e58e209ba96e130b779a3a,FullPilot13,perceptual,log-ratio,6.929523951862933,$\beta_P$,beta_ff
66e58e209ba96e130b779a3a,FullPilot13,perceptual,log-ratio,16.68951954108197,$\beta_V$,beta_ss
66e58e209ba96e130b779a3a,FullPilot13,perceptual,log-ratio,0.9922842847567517,$\lambda$,leak
66ff23b19b9e211878a17f7c,FullPilot13,random,log-ratio,99.9811617887579,$\beta_P$,beta_ff
66ff23b19b9e211878a17f7c,FullPilot13,random,log-ratio,34.29959475193172,$\beta_V$,beta_ss
66ff23b19b9e211878a17f7c,FullPilot13,random,log-ratio,0.9999999998966231,$\lambda$,leak
65c140b80efce0ed096216e3,FullPilot13,random,log-ratio,28.096330711338666,$\beta_P$,beta_ff
65c140b80efce0ed096216e3,FullPilot13,random,log-ratio,69.55577585045248,$\beta_V$,beta_ss
65c140b80efce0ed096216e3,FullPilot13,random,log-ratio,0.9999999998966231,$\lambda$,leak
669628f0762cf2bfc381c161,FullPilot12,perceptual,log-ratio,99.99993553161622,$\beta_P$,beta_ff
669628f0762cf2bfc381c161,FullPilot12,perceptual,log-ratio,2.5192012786865163,$\beta_V$,beta_ss
669628f0762cf2bfc381c161,FullPilot12,perceptual,log-ratio,0.1963197135925293,$\lambda$,leak
66d9b86591a5610c3492d5d9,FullPilot12,combined,log-ratio,12.29294630310796,$\beta_P$,beta_ff
66d9b86591a5610c3492d5d9,FullPilot12,combined,log-ratio,3.141356180255748,$\beta_V$,beta_ss
66d9b86591a5610c3492d5d9,FullPilot12,combined,log-ratio,0.13486211790570451,$\lambda$,leak
5484d361fdf99b0379939d5b,FullPilot12,combined,log-ratio,86.4133036866784,$\beta_P$,beta_ff
5484d361fdf99b0379939d5b,FullPilot12,combined,log-ratio,51.77249793112278,$\beta_V$,beta_ss
5484d361fdf99b0379939d5b,FullPilot12,combined,log-ratio,1.4975666817740318e-09,$\lambda$,leak
66fc60b6f59bcb7d6dba7d4f,FullPilot12,perceptual,log-ratio,2.4386585567146497,$\beta_P$,beta_ff
66fc60b6f59bcb7d6dba7d4f,FullPilot12,perceptual,log-ratio,1.0337672051718982e-08,$\beta_V$,beta_ss
66fc60b6f59bcb7d6dba7d4f,FullPilot12,perceptual,log-ratio,0.16573017977923155,$\lambda$,leak
5eea537ffd89d01283ffac22,FullPilot13,combined,log-ratio,12.269028542874729,$\beta_P$,beta_ff
5eea537ffd89d01283ffac22,FullPilot13,combined,log-ratio,63.43917972795316,$\beta_V$,beta_ss
5eea537ffd89d01283ffac22,FullPilot13,combined,log-ratio,0.20327818759820365,$\lambda$,leak
5d9cb58ee8783f0019c8bd06,FullPilot12,perceptual,log-ratio,99.9999950170517,$\beta_P$,beta_ff
5d9cb58ee8783f0019c8bd06,FullPilot12,perceptual,log-ratio,3.134946918487543,$\beta_V$,beta_ss
5d9cb58ee8783f0019c8bd06,FullPilot12,perceptual,log-ratio,4.982948303977608e-08,$\lambda$,leak
66ff78d78ef858fc026f7718,FullPilot13,combined,log-ratio,30.2154296875,$\beta_P$,beta_ff
66ff78d78ef858fc026f7718,FullPilot13,combined,log-ratio,99.99746093750001,$\beta_V$,beta_ss
66ff78d78ef858fc026f7718,FullPilot13,combined,log-ratio,0.07507031250000001,$\lambda$,leak
6150fb8383f88eae3e5c795a,FullPilot12,perceptual,log-ratio,3.8583166753873144,$\beta_P$,beta_ff
6150fb8383f88eae3e5c795a,FullPilot12,perceptual,log-ratio,2.946162639185779,$\beta_V$,beta_ss
6150fb8383f88eae3e5c795a,FullPilot12,perceptual,log-ratio,0.0938419454842806,$\lambda$,leak
66e45c30d5be0907ea25a45b,FullPilot13,random,log-ratio,13.75768738351762,$\beta_P$,beta_ff
66e45c30d5be0907ea25a45b,FullPilot13,random,log-ratio,99.9627995526651,$\beta_V$,beta_ss
66e45c30d5be0907ea25a45b,FullPilot13,random,log-ratio,0.9999999998966231,$\lambda$,leak
62865e3456c142785cfad2a7,FullPilot12,combined,log-ratio,2.0086765246674076e-06,$\beta_P$,beta_ff
62865e3456c142785cfad2a7,FullPilot12,combined,log-ratio,7.203179645538327,$\beta_V$,beta_ss
62865e3456c142785cfad2a7,FullPilot12,combined,log-ratio,2.008676530662612e-08,$\lambda$,leak
65e20689e9a511366b03cc13,FullPilot13,perceptual,log-ratio,3.9449466395657424,$\beta_P$,beta_ff
65e20689e9a511366b03cc13,FullPilot13,perceptual,log-ratio,1.0337672051718982e-08,$\beta_V$,beta_ss
65e20689e9a511366b03cc13,FullPilot13,perceptual,log-ratio,0.008642270378069972,$\lambda$,leak
63197f9b80d9c0d22597a837,FullPilot13,perceptual,log-ratio,4.0043126975418915,$\beta_P$,beta_ff
63197f9b80d9c0d22597a837,FullPilot13,perceptual,log-ratio,0.5318953055888329,$\beta_V$,beta_ss
63197f9b80d9c0d22597a837,FullPilot13,perceptual,log-ratio,0.09472877329424956,$\lambda$,leak
66eefcfef4a122e447c654d1,FullPilot12,combined,log-ratio,83.47903857189813,$\beta_P$,beta_ff
66eefcfef4a122e447c654d1,FullPilot12,combined,log-ratio,6.3287218434968935,$\beta_V$,beta_ss
66eefcfef4a122e447c654d1,FullPilot12,combined,log-ratio,0.01349389352119762,$\lambda$,leak
66cbc2627559d53c0e3e4ac4,FullPilot12,combined,log-ratio,0.621895044168916,$\beta_P$,beta_ff
66cbc2627559d53c0e3e4ac4,FullPilot12,combined,log-ratio,3.4854753093211883,$\beta_V$,beta_ss
66cbc2627559d53c0e3e4ac4,FullPilot12,combined,log-ratio,0.13227124837954762,$\lambda$,leak
668180f26a3b162091510589,FullPilot12,combined,log-ratio,4.726704214567135,$\beta_P$,beta_ff
668180f26a3b162091510589,FullPilot12,combined,log-ratio,7.965836970752569,$\beta_V$,beta_ss
668180f26a3b162091510589,FullPilot12,combined,log-ratio,0.005452248102505108,$\lambda$,leak
661571d6cc16ee34676734df,FullPilot13,perceptual,log-ratio,99.99999998966233,$\beta_P$,beta_ff
661571d6cc16ee34676734df,FullPilot13,perceptual,log-ratio,4.283459268696603,$\beta_V$,beta_ss
661571d6cc16ee34676734df,FullPilot13,perceptual,log-ratio,0.09709405653271824,$\lambda$,leak
5ee738a018d5a84caa7e0f2a,FullPilot12,combined,log-ratio,99.96042233109475,$\beta_P$,beta_ff
5ee738a018d5a84caa7e0f2a,FullPilot12,combined,log-ratio,42.154124616086484,$\beta_V$,beta_ss
5ee738a018d5a84caa7e0f2a,FullPilot12,combined,log-ratio,0.004683643028140061,$\lambda$,leak
66ffb576e0cde42ca9ea7fa7,FullPilot12,perceptual,log-ratio,41.84640465131743,$\beta_P$,beta_ff
66ffb576e0cde42ca9ea7fa7,FullPilot12,perceptual,log-ratio,5.881579738402429,$\beta_V$,beta_ss
66ffb576e0cde42ca9ea7fa7,FullPilot12,perceptual,log-ratio,0.12998092891815394,$\lambda$,leak
663784abc88d62265def75ea,FullPilot12,perceptual,log-ratio,99.99999947845936,$\beta_P$,beta_ff
663784abc88d62265def75ea,FullPilot12,perceptual,log-ratio,5.215406346792406e-07,$\beta_V$,beta_ss
663784abc88d62265def75ea,FullPilot12,perceptual,log-ratio,0.17309485962986948,$\lambda$,leak
5da4152a3ab39a0011295a3e,FullPilot12,value,log-ratio,1.6236255385418161,$\beta_P$,beta_ff
5da4152a3ab39a0011295a3e,FullPilot12,value,log-ratio,3.0593666506101656,$\beta_V$,beta_ss
5da4152a3ab39a0011295a3e,FullPilot12,value,log-ratio,0.12963711282225265,$\lambda$,leak
66182d2b06cbee83d298b517,FullPilot12,perceptual,log-ratio,99.99999998966233,$\beta_P$,beta_ff
66182d2b06cbee83d298b517,FullPilot12,perceptual,log-ratio,4.601403019297862,$\beta_V$,beta_ss
66182d2b06cbee83d298b517,FullPilot12,perceptual,log-ratio,0.13343722289428117,$\lambda$,leak
66c7f746e43985cfcb2c99e6,FullPilot12,combined,log-ratio,26.964155524782832,$\beta_P$,beta_ff
66c7f746e43985cfcb2c99e6,FullPilot12,combined,log-ratio,6.133648245781657,$\beta_V$,beta_ss
66c7f746e43985cfcb2c99e6,FullPilot12,combined,log-ratio,1.0337680711458574e-10,$\lambda$,leak
66ee262c64a810b7ec1371e9,FullPilot12,perceptual,log-ratio,99.99555178033188,$\beta_P$,beta_ff
66ee262c64a810b7ec1371e9,FullPilot12,perceptual,log-ratio,3.4600046159699502,$\beta_V$,beta_ss
66ee262c64a810b7ec1371e9,FullPilot12,perceptual,log-ratio,0.10277599844243379,$\lambda$,leak
628de7e8ff1744a9717d7883,FullPilot12,random,log-ratio,99.99655465343604,$\beta_P$,beta_ff
628de7e8ff1744a9717d7883,FullPilot12,random,log-ratio,99.99886199577632,$\beta_V$,beta_ss
628de7e8ff1744a9717d7883,FullPilot12,random,log-ratio,0.9999999999982829,$\lambda$,leak
66e74251d30f3f96be79e2f0,FullPilot12,value,log-ratio,5.215406346792406e-07,$\beta_P$,beta_ff
66e74251d30f3f96be79e2f0,FullPilot12,value,log-ratio,69.17166882008314,$\beta_V$,beta_ss
66e74251d30f3f96be79e2f0,FullPilot12,value,log-ratio,0.8077751150727273,$\lambda$,leak
628d78a2ccf4a41f24c2d2d8,FullPilot14,combined,log-ratio,17.18010049350559,$\beta_P$,beta_ff
628d78a2ccf4a41f24c2d2d8,FullPilot14,combined,log-ratio,9.525907305534922,$\beta_V$,beta_ss
628d78a2ccf4a41f24c2d2d8,FullPilot14,combined,log-ratio,0.011802108943462397,$\lambda$,leak
63ae2788c3e5ec6d1cfcad16,FullPilot14,random,log-ratio,8.642464751284564,$\beta_P$,beta_ff
63ae2788c3e5ec6d1cfcad16,FullPilot14,random,log-ratio,1.0337672051718982e-08,$\beta_V$,beta_ss
63ae2788c3e5ec6d1cfcad16,FullPilot14,random,log-ratio,0.8172118120603263,$\lambda$,leak
67579b182f3a6e41fb761791,FullPilot14,combined,log-ratio,99.99999999982829,$\beta_P$,beta_ff
67579b182f3a6e41fb761791,FullPilot14,combined,log-ratio,2.959437267226164,$\beta_V$,beta_ss
67579b182f3a6e41fb761791,FullPilot14,combined,log-ratio,0.2963995596853929,$\lambda$,leak
67594446e891cd9a76235f36,FullPilot14,perceptual,log-ratio,99.99094366613427,$\beta_P$,beta_ff
67594446e891cd9a76235f36,FullPilot14,perceptual,log-ratio,1.6239880551438546e-09,$\beta_V$,beta_ss
67594446e891cd9a76235f36,FullPilot14,perceptual,log-ratio,0.24390174002712595,$\lambda$,leak
66978d2616be96682f9f87ed,FullPilot14,combined,log-ratio,99.99999999982829,$\beta_P$,beta_ff
66978d2616be96682f9f87ed,FullPilot14,combined,log-ratio,3.2583536841717375,$\beta_V$,beta_ss
66978d2616be96682f9f87ed,FullPilot14,combined,log-ratio,0.30828342754597543,$\lambda$,leak
6759a46833a61fefe76b05ba,FullPilot14,random,log-ratio,38.26448909907704,$\beta_P$,beta_ff
6759a46833a61fefe76b05ba,FullPilot14,random,log-ratio,1.717097575237858e-10,$\beta_V$,beta_ss
6759a46833a61fefe76b05ba,FullPilot14,random,log-ratio,0.96569182852214,$\lambda$,leak
66b0c677fd6d5746c4c5fd36,FullPilot14,perceptual,log-ratio,10.120633301977065,$\beta_P$,beta_ff
66b0c677fd6d5746c4c5fd36,FullPilot14,perceptual,log-ratio,1.0337672051718982e-08,$\beta_V$,beta_ss
66b0c677fd6d5746c4c5fd36,FullPilot14,perceptual,log-ratio,0.7009753740932793,$\lambda$,leak
57d810f1813eb30001825b65,FullPilot14,combined,log-ratio,18.45765450596809,$\beta_P$,beta_ff
57d810f1813eb30001825b65,FullPilot14,combined,log-ratio,5.055846697464581,$\beta_V$,beta_ss
57d810f1813eb30001825b65,FullPilot14,combined,log-ratio,1.4975666817740318e-09,$\lambda$,leak
6746499fde684b081912c056,FullPilot14,perceptual,log-ratio,99.99999947845936,$\beta_P$,beta_ff
6746499fde684b081912c056,FullPilot14,perceptual,log-ratio,5.215406346792406e-07,$\beta_V$,beta_ss
6746499fde684b081912c056,FullPilot14,perceptual,log-ratio,0.586787212997675,$\lambda$,leak
651b075a8bfaebfd2f74e195,FullPilot14,perceptual,log-ratio,89.7787276741612,$\beta_P$,beta_ff
651b075a8bfaebfd2f74e195,FullPilot14,perceptual,log-ratio,2.534606403158975,$\beta_V$,beta_ss
651b075a8bfaebfd2f74e195,FullPilot14,perceptual,log-ratio,1.7171264410364984e-12,$\lambda$,leak
5f3227893ca51916b4ff6d9d,FullPilot14,combined,log-ratio,99.99999985024334,$\beta_P$,beta_ff
5f3227893ca51916b4ff6d9d,FullPilot14,combined,log-ratio,4.234013952314847,$\beta_V$,beta_ss
5f3227893ca51916b4ff6d9d,FullPilot14,combined,log-ratio,0.5490751552470028,$\lambda$,leak
66569098a6bf70f056e8f1d0,FullPilot14,combined,log-ratio,99.99999947845936,$\beta_P$,beta_ff
66569098a6bf70f056e8f1d0,FullPilot14,combined,log-ratio,1.7266441047191563,$\beta_V$,beta_ss
66569098a6bf70f056e8f1d0,FullPilot14,combined,log-ratio,0.412853331387043,$\lambda$,leak
6759bab1432aedd5f3c18487,FullPilot14,combined,log-ratio,99.99999998966233,$\beta_P$,beta_ff
6759bab1432aedd5f3c18487,FullPilot14,combined,log-ratio,0.4471046148100797,$\beta_V$,beta_ss
6759bab1432aedd5f3c18487,FullPilot14,combined,log-ratio,0.42908543423423545,$\lambda$,leak
5f173b90cea174080152310b,FullPilot14,perceptual,log-ratio,99.99999985024334,$\beta_P$,beta_ff
5f173b90cea174080152310b,FullPilot14,perceptual,log-ratio,1.5144281405955482,$\beta_V$,beta_ss
5f173b90cea174080152310b,FullPilot14,perceptual,log-ratio,0.3316734386086464,$\lambda$,leak
6751826af853585828786233,FullPilot14,combined,log-ratio,99.99999947845936,$\beta_P$,beta_ff
6751826af853585828786233,FullPilot14,combined,log-ratio,78.5492473229766,$\beta_V$,beta_ss
6751826af853585828786233,FullPilot14,combined,log-ratio,5.21540644005114e-09,$\lambda$,leak
645d518949b0639658176654,FullPilot14,combined,log-ratio,6.59133245113771,$\beta_P$,beta_ff
645d518949b0639658176654,FullPilot14,combined,log-ratio,1.6239880551438546e-09,$\beta_V$,beta_ss
645d518949b0639658176654,FullPilot14,combined,log-ratio,0.6656581780458218,$\lambda$,leak
662942b6455e11154cbb3ce0,FullPilot14,perceptual,log-ratio,99.99999985024334,$\beta_P$,beta_ff
662942b6455e11154cbb3ce0,FullPilot14,perceptual,log-ratio,4.512540747970334,$\beta_V$,beta_ss
662942b6455e11154cbb3ce0,FullPilot14,perceptual,log-ratio,0.015350047104060627,$\lambda$,leak
65c69497ab503bf918ddd5b7,FullPilot14,combined,log-ratio,99.99999985024334,$\beta_P$,beta_ff
65c69497ab503bf918ddd5b7,FullPilot14,combined,log-ratio,21.227971170097586,$\beta_V$,beta_ss
65c69497ab503bf918ddd5b7,FullPilot14,combined,log-ratio,7.4910856783239055e-06,$\lambda$,leak
5de7d12c26dd95000b6824c5,FullPilot14,combined,log-ratio,23.71846704445779,$\beta_P$,beta_ff
5de7d12c26dd95000b6824c5,FullPilot14,combined,log-ratio,99.99999985024334,$\beta_V$,beta_ss
5de7d12c26dd95000b6824c5,FullPilot14,combined,log-ratio,1.4975666817740318e-09,$\lambda$,leak
671f8f783bd4d777e17c36e6,FullPilot14,perceptual,log-ratio,50.5162066332181,$\beta_P$,beta_ff
671f8f783bd4d777e17c36e6,FullPilot14,perceptual,log-ratio,1.6239880551438546e-09,$\beta_V$,beta_ss
671f8f783bd4d777e17c36e6,FullPilot14,perceptual,log-ratio,0.21361229097860635,$\lambda$,leak
66a557d079b15419fd0f9255,FullPilot14,combined,log-ratio,99.99999947845936,$\beta_P$,beta_ff
66a557d079b15419fd0f9255,FullPilot14,combined,log-ratio,63.018415068089965,$\beta_V$,beta_ss
66a557d079b15419fd0f9255,FullPilot14,combined,log-ratio,5.21540644005114e-09,$\lambda$,leak
671432260f5b80d8188b2fe1,FullPilot14,perceptual,log-ratio,99.99999998966233,$\beta_P$,beta_ff
671432260f5b80d8188b2fe1,FullPilot14,perceptual,log-ratio,5.8826811918057444,$\beta_V$,beta_ss
671432260f5b80d8188b2fe1,FullPilot14,perceptual,log-ratio,0.010676285267807561,$\lambda$,leak
664446cda39cd17787c271da,FullPilot14,perceptual,log-ratio,99.99999998966233,$\beta_P$,beta_ff
664446cda39cd17787c271da,FullPilot14,perceptual,log-ratio,1.0337672051718982e-08,$\beta_V$,beta_ss
664446cda39cd17787c271da,FullPilot14,perceptual,log-ratio,0.49835370397544465,$\lambda$,leak
6728e9f22f76d709508acf02,FullPilot14,perceptual,log-ratio,99.99999998966233,$\beta_P$,beta_ff
6728e9f22f76d709508acf02,FullPilot14,perceptual,log-ratio,2.8693234781036097,$\beta_V$,beta_ss
6728e9f22f76d709508acf02,FullPilot14,perceptual,log-ratio,1.0337680711458574e-10,$\lambda$,leak
675edf24452fd3015aaee4dc,FullPilot14,combined,log-ratio,99.99998571972938,$\beta_P$,beta_ff
675edf24452fd3015aaee4dc,FullPilot14,combined,log-ratio,5.283406497255051,$\beta_V$,beta_ss
675edf24452fd3015aaee4dc,FullPilot14,combined,log-ratio,0.35794302098449404,$\lambda$,leak
66885d217777eda6f3a9b8dd,FullPilot14,combined,log-ratio,99.99999998966233,$\beta_P$,beta_ff
66885d217777eda6f3a9b8dd,FullPilot14,combined,log-ratio,4.147514739911998,$\beta_V$,beta_ss
66885d217777eda6f3a9b8dd,FullPilot14,combined,log-ratio,0.5929717752356082,$\lambda$,leak
675bead4e4f525677a43a27a,FullPilot14,combined,log-ratio,98.5459255963564,$\beta_P$,beta_ff
675bead4e4f525677a43a27a,FullPilot14,combined,log-ratio,27.625044196844097,$\beta_V$,beta_ss
675bead4e4f525677a43a27a,FullPilot14,combined,log-ratio,5.21540644005114e-09,$\lambda$,leak
5ddb5ed4a64380abb2907440,FullPilot14,combined,log-ratio,99.9999950170517,$\beta_P$,beta_ff
5ddb5ed4a64380abb2907440,FullPilot14,combined,log-ratio,38.29992866516113,$\beta_V$,beta_ss
5ddb5ed4a64380abb2907440,FullPilot14,combined,log-ratio,4.982948303977608e-08,$\lambda$,leak
67603ec6f369599a362eecb9,FullPilot14,combined,log-ratio,47.54338889705094,$\beta_P$,beta_ff
67603ec6f369599a362eecb9,FullPilot14,combined,log-ratio,54.98422524697114,$\beta_V$,beta_ss
67603ec6f369599a362eecb9,FullPilot14,combined,log-ratio,1.0547118733938987e-15,$\lambda$,leak
62b9e995fd8c321a2f65a6cd,FullPilot14,combined,log-ratio,19.434951507300134,$\beta_P$,beta_ff
62b9e995fd8c321a2f65a6cd,FullPilot14,combined,log-ratio,5.182215140014883,$\beta_V$,beta_ss
62b9e995fd8c321a2f65a6cd,FullPilot14,combined,log-ratio,1.4975666817740318e-09,$\lambda$,leak
65cbb41e2614de61e770c67c,FullPilot14,perceptual,log-ratio,99.99999947845936,$\beta_P$,beta_ff
65cbb41e2614de61e770c67c,FullPilot14,perceptual,log-ratio,7.1556136041879626,$\beta_V$,beta_ss
65cbb41e2614de61e770c67c,FullPilot14,perceptual,log-ratio,5.21540644005114e-09,$\lambda$,leak
60165591d472ae0b5c202703,FullPilot14,perceptual,log-ratio,13.420795616321264,$\beta_P$,beta_ff
60165591d472ae0b5c202703,FullPilot14,perceptual,log-ratio,1.0337672051718982e-08,$\beta_V$,beta_ss
60165591d472ae0b5c202703,FullPilot14,perceptual,log-ratio,0.5558983823982999,$\lambda$,leak
5d23ac815173fe001528bcd6,FullPilot14,random,log-ratio,7.239656358561476,$\beta_P$,beta_ff
5d23ac815173fe001528bcd6,FullPilot14,random,log-ratio,1.0337672051718982e-08,$\beta_V$,beta_ss
5d23ac815173fe001528bcd6,FullPilot14,random,log-ratio,0.6680824278197252,$\lambda$,leak
675967674f07f1afe5626a04,FullPilot14,perceptual,log-ratio,49.67722570672631,$\beta_P$,beta_ff
675967674f07f1afe5626a04,FullPilot14,perceptual,log-ratio,1.4975666573491253e-07,$\beta_V$,beta_ss
675967674f07f1afe5626a04,FullPilot14,perceptual,log-ratio,0.8982291962057352,$\lambda$,leak
673efaa7caf0942718ac1631,FullPilot14,random,log-ratio,18.574604983750028,$\beta_P$,beta_ff
673efaa7caf0942718ac1631,FullPilot14,random,log-ratio,1.6239880551438546e-09,$\beta_V$,beta_ss
673efaa7caf0942718ac1631,FullPilot14,random,log-ratio,0.9216630413829117,$\lambda$,leak
6165af4b36cb3bae91f2e355,FullPilot14,combined,log-ratio,99.99999998966233,$\beta_P$,beta_ff
6165af4b36cb3bae91f2e355,FullPilot14,combined,log-ratio,4.460632734559468,$\beta_V$,beta_ss
6165af4b36cb3bae91f2e355,FullPilot14,combined,log-ratio,0.4724225316606462,$\lambda$,leak
675efe6044b2f5bde425ceac,FullPilot14,perceptual,log-ratio,99.99999998966233,$\beta_P$,beta_ff
675efe6044b2f5bde425ceac,FullPilot14,perceptual,log-ratio,0.47961699534207014,$\beta_V$,beta_ss
675efe6044b2f5bde425ceac,FullPilot14,perceptual,log-ratio,0.25063217013143,$\lambda$,leak
5fe17e28d8918b3fae67ec4d,FullPilot14,perceptual,log-ratio,61.245105870756746,$\beta_P$,beta_ff
5fe17e28d8918b3fae67ec4d,FullPilot14,perceptual,log-ratio,0.6650627015947919,$\beta_V$,beta_ss
5fe17e28d8918b3fae67ec4d,FullPilot14,perceptual,log-ratio,0.03992030130191049,$\lambda$,leak
673487045133bc17c8100d16,FullPilot14,combined,log-ratio,99.99978830516339,$\beta_P$,beta_ff
673487045133bc17c8100d16,FullPilot14,combined,log-ratio,31.61180253380007,$\beta_V$,beta_ss
673487045133bc17c8100d16,FullPilot14,combined,log-ratio,0.0020083736262313523,$\lambda$,leak
675da16368f40dd379799754,FullPilot14,random,log-ratio,12.600647944808948,$\beta_P$,beta_ff
675da16368f40dd379799754,FullPilot14,random,log-ratio,7.535425510241112e-07,$\beta_V$,beta_ss
675da16368f40dd379799754,FullPilot14,random,log-ratio,0.9191074639876206,$\lambda$,leak
675b1e5ccc5e27bebe6ea4cb,FullPilot14,value,log-ratio,99.99999998966233,$\beta_P$,beta_ff
675b1e5ccc5e27bebe6ea4cb,FullPilot14,value,log-ratio,4.4894309815950635,$\beta_V$,beta_ss
675b1e5ccc5e27bebe6ea4cb,FullPilot14,value,log-ratio,0.8155776551309972,$\lambda$,leak
6752385b8b997da454e1b2b4,FullPilot14,perceptual,log-ratio,99.99999998966233,$\beta_P$,beta_ff
6752385b8b997da454e1b2b4,FullPilot14,perceptual,log-ratio,5.244339730497444,$\beta_V$,beta_ss
6752385b8b997da454e1b2b4,FullPilot14,perceptual,log-ratio,0.08525597294606269,$\lambda$,leak
6648c0d4fa3b00043396163e,FullPilot14,perceptual,log-ratio,99.99999998966233,$\beta_P$,beta_ff
6648c0d4fa3b00043396163e,FullPilot14,perceptual,log-ratio,1.0337672051718982e-08,$\beta_V$,beta_ss
6648c0d4fa3b00043396163e,FullPilot14,perceptual,log-ratio,0.0709703220790252,$\lambda$,leak
671813a64cc728d09ef7499d,FullPilot14,random,log-ratio,17.815221608523274,$\beta_P$,beta_ff
671813a64cc728d09ef7499d,FullPilot14,random,log-ratio,1.0337672051718982e-08,$\beta_V$,beta_ss
671813a64cc728d09ef7499d,FullPilot14,random,log-ratio,0.93780886798352,$\lambda$,leak
675d2f5d0cc936cb053e09eb,FullPilot14,random,log-ratio,22.4794677734375,$\beta_P$,beta_ff
675d2f5d0cc936cb053e09eb,FullPilot14,random,log-ratio,0.0025390624999914735,$\beta_V$,beta_ss
675d2f5d0cc936cb053e09eb,FullPilot14,random,log-ratio,0.94807666015625,$\lambda$,leak
6707ab0e3c5ee9540950263a,FullPilot14,value,log-ratio,99.99974517822267,$\beta_P$,beta_ff
6707ab0e3c5ee9540950263a,FullPilot14,value,log-ratio,3.6184921264648366,$\beta_V$,beta_ss
6707ab0e3c5ee9540950263a,FullPilot14,value,log-ratio,0.7932888946533203,$\lambda$,leak
