agent,expName,group,model,value,param,param2
657b6239aa8091bfa2b24ae0,FullPilot12,perceptual,log-ratio,1.6880035402788707e-07,$\lambda$,leak
66b104dedef80475efe58141,FullPilot12,perceptual,log-ratio,3.430013314168896,$\beta_P$,beta_ff
66b104dedef80475efe58141,FullPilot12,perceptual,log-ratio,1.1826629577728411,$\beta_V$,beta_ss
66b104dedef80475efe58141,FullPilot12,perceptual,log-ratio,1.623995382615817e-11,$\lambda$,leak
66ba4608bc582e7db54007e5,FullPilot13,perceptual,log-ratio,99.99999799132348,$\beta_P$,beta_ff
66ba4608bc582e7db54007e5,FullPilot13,perceptual,log-ratio,0.3601863205432849,$\beta_V$,beta_ss
66ba4608bc582e7db54007e5,FullPilot13,perceptual,log-ratio,0.05279673475027086,$\lambda$,leak
615e5b5f1e8fbfe2c701bc8e,FullPilot13,value,log-ratio,0.18632728264783083,$\beta_P$,beta_ff
615e5b5f1e8fbfe2c701bc8e,FullPilot13,value,log-ratio,2.206483863841271,$\beta_V$,beta_ss
615e5b5f1e8fbfe2c701bc8e,FullPilot13,value,log-ratio,0.17048931904527126,$\lambda$,leak
66c34ed9630786ec5aece5bb,FullPilot13,perceptual,log-ratio,34.25234313525725,$\beta_P$,beta_ff
66c34ed9630786ec5aece5bb,FullPilot13,perceptual,log-ratio,1.0337672051718982e-08,$\beta_V$,beta_ss
66c34ed9630786ec5aece5bb,FullPilot13,perceptual,log-ratio,0.9965517455001827,$\lambda$,leak
6609e31201eebc9f6a2de74b,FullPilot13,value,log-ratio,46.96351120933068,$\beta_P$,beta_ff
6609e31201eebc9f6a2de74b,FullPilot13,value,log-ratio,99.99999999982829,$\beta_V$,beta_ss
6609e31201eebc9f6a2de74b,FullPilot13,value,log-ratio,1.7171264410364984e-12,$\lambda$,leak
665ba7a36d036dd09e9081c2,FullPilot13,perceptual,log-ratio,33.50185449114069,$\beta_P$,beta_ff
665ba7a36d036dd09e9081c2,FullPilot13,perceptual,log-ratio,3.810656572692089,$\beta_V$,beta_ss
665ba7a36d036dd09e9081c2,FullPilot13,perceptual,log-ratio,1.0337680711458574e-10,$\lambda$,leak
66f3fed9e931683984276fee,FullPilot13,random,log-ratio,99.99046410256997,$\beta_P$,beta_ff
66f3fed9e931683984276fee,FullPilot13,random,log-ratio,1.0337672051718982e-08,$\beta_V$,beta_ss
66f3fed9e931683984276fee,FullPilot13,random,log-ratio,0.9999999998966231,$\lambda$,leak
65c23e2e1a96e23b93afdea0,FullPilot13,value,log-ratio,5.215406346792406e-07,$\beta_P$,beta_ff
65c23e2e1a96e23b93afdea0,FullPilot13,value,log-ratio,99.99999947845936,$\beta_V$,beta_ss
65c23e2e1a96e23b93afdea0,FullPilot13,value,log-ratio,0.31302339385449884,$\lambda$,leak
66ae3fb9006e6fc44a2b56df,FullPilot13,combined,log-ratio,50.28894203316886,$\beta_P$,beta_ff
66ae3fb9006e6fc44a2b56df,FullPilot13,combined,log-ratio,2.997307682177045,$\beta_V$,beta_ss
66ae3fb9006e6fc44a2b56df,FullPilot13,combined,log-ratio,0.10920442052604629,$\lambda$,leak
5b6c312fa1fda800015fe165,FullPilot13,combined,log-ratio,26.23571333326399,$\beta_P$,beta_ff
5b6c312fa1fda800015fe165,FullPilot13,combined,log-ratio,99.99999985024334,$\beta_V$,beta_ss
5b6c312fa1fda800015fe165,FullPilot13,combined,log-ratio,1.4975666817740318e-09,$\lambda$,leak
6697dfc91b0e8c6d62d7b472,FullPilot13,perceptual,log-ratio,51.44758983021602,$\beta_P$,beta_ff
6697dfc91b0e8c6d62d7b472,FullPilot13,perceptual,log-ratio,99.99434338947759,$\beta_V$,beta_ss
6697dfc91b0e8c6d62d7b472,FullPilot13,perceptual,log-ratio,0.9803132722508162,$\lambda$,leak
66074f7cb655db9adfae591b,FullPilot13,random,log-ratio,10.51108277302555,$\beta_P$,beta_ff
66074f7cb655db9adfae591b,FullPilot13,random,log-ratio,0.011393144987223991,$\beta_V$,beta_ss
66074f7cb655db9adfae591b,FullPilot13,random,log-ratio,0.9961614183743804,$\lambda$,leak
57027c1f68c641000e0c8970,FullPilot13,perceptual,log-ratio,99.99328790639993,$\beta_P$,beta_ff
57027c1f68c641000e0c8970,FullPilot13,perceptual,log-ratio,2.6338764182291854,$\beta_V$,beta_ss
57027c1f68c641000e0c8970,FullPilot13,perceptual,log-ratio,1.0337680711458574e-10,$\lambda$,leak
655f7e55e36be4f00b49aa5e,FullPilot13,value,log-ratio,8.531764284474768,$\beta_P$,beta_ff
655f7e55e36be4f00b49aa5e,FullPilot13,value,log-ratio,68.77415387711953,$\beta_V$,beta_ss
655f7e55e36be4f00b49aa5e,FullPilot13,value,log-ratio,0.5913190988171846,$\lambda$,leak
66b274c9c39e8e5057bcfaf6,FullPilot13,random,log-ratio,1.0337672051718982e-08,$\beta_P$,beta_ff
66b274c9c39e8e5057bcfaf6,FullPilot13,random,log-ratio,0.29505348652600816,$\beta_V$,beta_ss
66b274c9c39e8e5057bcfaf6,FullPilot13,random,log-ratio,0.5001015142193064,$\lambda$,leak
5d09895e65eb3400189cc207,FullPilot13,perceptual,log-ratio,11.617953513935205,$\beta_P$,beta_ff
5d09895e65eb3400189cc207,FullPilot13,perceptual,log-ratio,1.4975666573491253e-07,$\beta_V$,beta_ss
5d09895e65eb3400189cc207,FullPilot13,perceptual,log-ratio,1.4975666817740318e-09,$\lambda$,leak
60c2a30e24e7f2ce0c8b56ca,FullPilot13,perceptual,log-ratio,3.7433692040853117,$\beta_P$,beta_ff
60c2a30e24e7f2ce0c8b56ca,FullPilot13,perceptual,log-ratio,1.0337672051718982e-08,$\beta_V$,beta_ss
60c2a30e24e7f2ce0c8b56ca,FullPilot13,perceptual,log-ratio,0.10533655644860118,$\lambda$,leak
66f73913e3459a85f0574823,FullPilot13,perceptual,log-ratio,99.99999947845936,$\beta_P$,beta_ff
66f73913e3459a85f0574823,FullPilot13,perceptual,log-ratio,5.215406346792406e-07,$\beta_V$,beta_ss
66f73913e3459a85f0574823,FullPilot13,perceptual,log-ratio,0.21517628434300423,$\lambda$,leak
6643670ad062f01ac1c4b788,FullPilot13,random,log-ratio,5.215406346792406e-07,$\beta_P$,beta_ff
6643670ad062f01ac1c4b788,FullPilot13,random,log-ratio,0.21318591237067608,$\beta_V$,beta_ss
6643670ad062f01ac1c4b788,FullPilot13,random,log-ratio,5.21540644005114e-09,$\lambda$,leak
66d5df2e288343b20df362d4,FullPilot13,random,log-ratio,99.95635389909148,$\beta_P$,beta_ff
66d5df2e288343b20df362d4,FullPilot13,random,log-ratio,1.4975666573491253e-07,$\beta_V$,beta_ss
66d5df2e288343b20df362d4,FullPilot13,random,log-ratio,0.9999999985024333,$\lambda$,leak
60da2baf34bde948982f84db,FullPilot12,perceptual,log-ratio,32.41530147343874,$\beta_P$,beta_ff
60da2baf34bde948982f84db,FullPilot12,perceptual,log-ratio,5.215406346792406e-07,$\beta_V$,beta_ss
60da2baf34bde948982f84db,FullPilot12,perceptual,log-ratio,0.9956534534990787,$\lambda$,leak
663a623d4ea504f754d08b02,FullPilot12,perceptual,log-ratio,38.678785397135655,$\beta_P$,beta_ff
663a623d4ea504f754d08b02,FullPilot12,perceptual,log-ratio,4.939640272688116,$\beta_V$,beta_ss
663a623d4ea504f754d08b02,FullPilot12,perceptual,log-ratio,0.08813137586019004,$\lambda$,leak
5ac560359534ba0001c74715,FullPilot12,combined,log-ratio,8.681714636034933,$\beta_P$,beta_ff
5ac560359534ba0001c74715,FullPilot12,combined,log-ratio,8.030525459159342,$\beta_V$,beta_ss
5ac560359534ba0001c74715,FullPilot12,combined,log-ratio,0.0390221675937778,$\lambda$,leak
66abc79f0812c1f89a25adfb,FullPilot13,value,log-ratio,31.408768932146266,$\beta_P$,beta_ff
66abc79f0812c1f89a25adfb,FullPilot13,value,log-ratio,97.70215875143477,$\beta_V$,beta_ss
66abc79f0812c1f89a25adfb,FullPilot13,value,log-ratio,0.007999743847340146,$\lambda$,leak
63254db937c17e8e9200fd54,FullPilot13,combined,log-ratio,33.53301421701908,$\beta_P$,beta_ff
63254db937c17e8e9200fd54,FullPilot13,combined,log-ratio,3.652501994743936,$\beta_V$,beta_ss
63254db937c17e8e9200fd54,FullPilot13,combined,log-ratio,0.05342182443663479,$\lambda$,leak
665c4e3dc160ab38d079635a,FullPilot12,random,log-ratio,58.058071829378605,$\beta_P$,beta_ff
665c4e3dc160ab38d079635a,FullPilot12,random,log-ratio,1.0337672051718982e-08,$\beta_V$,beta_ss
665c4e3dc160ab38d079635a,FullPilot12,random,log-ratio,0.9993589369766414,$\lambda$,leak
663eea8e72f4269ddd149eba,FullPilot12,perceptual,log-ratio,99.99999999837601,$\beta_P$,beta_ff
663eea8e72f4269ddd149eba,FullPilot12,perceptual,log-ratio,49.64044013707316,$\beta_V$,beta_ss
663eea8e72f4269ddd149eba,FullPilot12,perceptual,log-ratio,0.2621857162909582,$\lambda$,leak
5d44afdcad6d110019b0a960,FullPilot12,perceptual,log-ratio,58.43024914860725,$\beta_P$,beta_ff
5d44afdcad6d110019b0a960,FullPilot12,perceptual,log-ratio,4.000486773252483,$\beta_V$,beta_ss
5d44afdcad6d110019b0a960,FullPilot12,perceptual,log-ratio,2.008676530662612e-08,$\lambda$,leak
66acee53fddf185342f15a88,FullPilot12,combined,log-ratio,13.672729831445025,$\beta_P$,beta_ff
66acee53fddf185342f15a88,FullPilot12,combined,log-ratio,2.1540185520658213,$\beta_V$,beta_ss
66acee53fddf185342f15a88,FullPilot12,combined,log-ratio,0.10068602007324806,$\lambda$,leak
660c9c26e4220931438f3d30,FullPilot12,combined,log-ratio,99.99977923131082,$\beta_P$,beta_ff
660c9c26e4220931438f3d30,FullPilot12,combined,log-ratio,39.44529097110499,$\beta_V$,beta_ss
660c9c26e4220931438f3d30,FullPilot12,combined,log-ratio,0.07840658637741582,$\lambda$,leak
559c3a4dfdf99b32b6963e70,FullPilot13,combined,log-ratio,7.392992206691993,$\beta_P$,beta_ff
559c3a4dfdf99b32b6963e70,FullPilot13,combined,log-ratio,26.273931711871406,$\beta_V$,beta_ss
559c3a4dfdf99b32b6963e70,FullPilot13,combined,log-ratio,1.623995382615817e-11,$\lambda$,leak
669f45c902420af78b04a9b1,FullPilot12,value,log-ratio,9.896650696145933,$\beta_P$,beta_ff
669f45c902420af78b04a9b1,FullPilot12,value,log-ratio,99.99990639241206,$\beta_V$,beta_ss
669f45c902420af78b04a9b1,FullPilot12,value,log-ratio,0.345130016967818,$\lambda$,leak
66f2f743ac55ce843124f2bf,FullPilot13,random,log-ratio,3.686078612704293,$\beta_P$,beta_ff
66f2f743ac55ce843124f2bf,FullPilot13,random,log-ratio,17.18378122961876,$\beta_V$,beta_ss
66f2f743ac55ce843124f2bf,FullPilot13,random,log-ratio,0.9926558056478098,$\lambda$,leak
5e8fe87009881f2ee83521fb,FullPilot13,perceptual,log-ratio,80.29320209734142,$\beta_P$,beta_ff
5e8fe87009881f2ee83521fb,FullPilot13,perceptual,log-ratio,7.287581485137338,$\beta_V$,beta_ss
5e8fe87009881f2ee83521fb,FullPilot13,perceptual,log-ratio,0.05248506266996267,$\lambda$,leak
6020606d7b0258677b881f63,FullPilot13,value,log-ratio,28.04007110595703,$\beta_P$,beta_ff
6020606d7b0258677b881f63,FullPilot13,value,log-ratio,99.99974517822267,$\beta_V$,beta_ss
6020606d7b0258677b881f63,FullPilot13,value,log-ratio,2.54821777345704e-06,$\lambda$,leak
6646aa536ff16adfd7903930,FullPilot13,perceptual,log-ratio,99.99974039023328,$\beta_P$,beta_ff
6646aa536ff16adfd7903930,FullPilot13,perceptual,log-ratio,15.662354486112598,$\beta_V$,beta_ss
6646aa536ff16adfd7903930,FullPilot13,perceptual,log-ratio,0.1672387164631,$\lambda$,leak
667ac1826ce22f03fab354c3,FullPilot13,random,log-ratio,0.6640364494873126,$\beta_P$,beta_ff
667ac1826ce22f03fab354c3,FullPilot13,random,log-ratio,0.47750162587034595,$\beta_V$,beta_ss
667ac1826ce22f03fab354c3,FullPilot13,random,log-ratio,0.2070078183503356,$\lambda$,leak
6637f4d0a76556e2a39063f4,FullPilot13,perceptual,log-ratio,99.9999950170517,$\beta_P$,beta_ff
6637f4d0a76556e2a39063f4,FullPilot13,perceptual,log-ratio,11.578214454650876,$\beta_V$,beta_ss
6637f4d0a76556e2a39063f4,FullPilot13,perceptual,log-ratio,4.982948303977608e-08,$\lambda$,leak
63b18d94775ad4aad221103c,FullPilot13,value,log-ratio,15.67091948986053,$\beta_P$,beta_ff
63b18d94775ad4aad221103c,FullPilot13,value,log-ratio,99.9999950170517,$\beta_V$,beta_ss
63b18d94775ad4aad221103c,FullPilot13,value,log-ratio,4.982948303977608e-08,$\lambda$,leak
66ad3db205eb0c54c153a291,FullPilot13,combined,log-ratio,19.492621893435714,$\beta_P$,beta_ff
66ad3db205eb0c54c153a291,FullPilot13,combined,log-ratio,99.99999998966233,$\beta_V$,beta_ss
66ad3db205eb0c54c153a291,FullPilot13,combined,log-ratio,1.0337680711458574e-10,$\lambda$,leak
62b4ef82055cec7135502ada,FullPilot12,random,log-ratio,99.99999998966233,$\beta_P$,beta_ff
62b4ef82055cec7135502ada,FullPilot12,random,log-ratio,46.77464206144214,$\beta_V$,beta_ss
62b4ef82055cec7135502ada,FullPilot12,random,log-ratio,0.9999999998966231,$\lambda$,leak
58c42d725866f200017c5deb,FullPilot12,perceptual,log-ratio,40.936418908979974,$\beta_P$,beta_ff
58c42d725866f200017c5deb,FullPilot12,perceptual,log-ratio,4.903541884711004,$\beta_V$,beta_ss
58c42d725866f200017c5deb,FullPilot12,perceptual,log-ratio,0.0723438634109334,$\lambda$,leak
5e2b3e22a8f85318c2429121,FullPilot12,random,log-ratio,0.6639551101252366,$\beta_P$,beta_ff
5e2b3e22a8f85318c2429121,FullPilot12,random,log-ratio,1.2569868521531973,$\beta_V$,beta_ss
5e2b3e22a8f85318c2429121,FullPilot12,random,log-ratio,0.2270342636584537,$\lambda$,leak
65e0ef2a74037d1530a40cca,FullPilot12,combined,log-ratio,1.536094781011336,$\beta_P$,beta_ff
65e0ef2a74037d1530a40cca,FullPilot12,combined,log-ratio,99.99999998966233,$\beta_V$,beta_ss
65e0ef2a74037d1530a40cca,FullPilot12,combined,log-ratio,0.6259356413930655,$\lambda$,leak
65d54b3b524fcafb543d1b23,FullPilot13,random,log-ratio,99.9999950170517,$\beta_P$,beta_ff
65d54b3b524fcafb543d1b23,FullPilot13,random,log-ratio,13.123991084098812,$\beta_V$,beta_ss
65d54b3b524fcafb543d1b23,FullPilot13,random,log-ratio,0.9998281562328339,$\lambda$,leak
5e65c5b41e30883349a25a61,FullPilot13,value,log-ratio,3.9705358564853626,$\beta_P$,beta_ff
5e65c5b41e30883349a25a61,FullPilot13,value,log-ratio,9.637020289897912,$\beta_V$,beta_ss
5e65c5b41e30883349a25a61,FullPilot13,value,log-ratio,2.008676530662612e-08,$\lambda$,leak
5a4245ef7aebf70001152ee6,FullPilot13,random,log-ratio,0.4731815542094324,$\beta_P$,beta_ff
5a4245ef7aebf70001152ee6,FullPilot13,random,log-ratio,1.100471458118406,$\beta_V$,beta_ss
5a4245ef7aebf70001152ee6,FullPilot13,random,log-ratio,0.18611503360792997,$\lambda$,leak
6646731363eb9f583aa62e05,FullPilot12,value,log-ratio,17.682947601232442,$\beta_P$,beta_ff
6646731363eb9f583aa62e05,FullPilot12,value,log-ratio,61.04129449739703,$\beta_V$,beta_ss
6646731363eb9f583aa62e05,FullPilot12,value,log-ratio,0.04478929725469788,$\lambda$,leak
660ea6b5ee7b4979153dc5b8,FullPilot13,perceptual,log-ratio,24.913559470687776,$\beta_P$,beta_ff
660ea6b5ee7b4979153dc5b8,FullPilot13,perceptual,log-ratio,4.493701593824873,$\beta_V$,beta_ss
660ea6b5ee7b4979153dc5b8,FullPilot13,perceptual,log-ratio,3.5560443478743764e-13,$\lambda$,leak
664a7e1665f30b00d2685ba3,FullPilot12,perceptual,log-ratio,6.3872389200886985,$\beta_P$,beta_ff
664a7e1665f30b00d2685ba3,FullPilot12,perceptual,log-ratio,1.4416462927501215,$\beta_V$,beta_ss
664a7e1665f30b00d2685ba3,FullPilot12,perceptual,log-ratio,0.034368172575037104,$\lambda$,leak
66e7d7caa4a0195186f6692f,FullPilot13,random,log-ratio,0.3742737729102288,$\beta_P$,beta_ff
66e7d7caa4a0195186f6692f,FullPilot13,random,log-ratio,0.3869049474596906,$\beta_V$,beta_ss
66e7d7caa4a0195186f6692f,FullPilot13,random,log-ratio,0.3545789784714579,$\lambda$,leak
66463a2c0a36377060b1910c,FullPilot12,perceptual,log-ratio,52.00426158450209,$\beta_P$,beta_ff
66463a2c0a36377060b1910c,FullPilot12,perceptual,log-ratio,5.095011002509629,$\beta_V$,beta_ss
66463a2c0a36377060b1910c,FullPilot12,perceptual,log-ratio,0.15178561174419153,$\lambda$,leak
6087ee3e8df094dc6dd69e8e,FullPilot12,perceptual,log-ratio,0.6051469720899973,$\beta_P$,beta_ff
6087ee3e8df094dc6dd69e8e,FullPilot12,perceptual,log-ratio,1.4975666573491253e-07,$\beta_V$,beta_ss
6087ee3e8df094dc6dd69e8e,FullPilot12,perceptual,log-ratio,0.18960891252011058,$\lambda$,leak
5a580fb6eedc320001426cd7,FullPilot12,perceptual,log-ratio,99.99999998966233,$\beta_P$,beta_ff
5a580fb6eedc320001426cd7,FullPilot12,perceptual,log-ratio,1.0337672051718982e-08,$\beta_V$,beta_ss
5a580fb6eedc320001426cd7,FullPilot12,perceptual,log-ratio,0.15282694254908713,$\lambda$,leak
66fd855cf4cfd7ee139e35fd,FullPilot13,value,log-ratio,4.363971225544802,$\beta_P$,beta_ff
66fd855cf4cfd7ee139e35fd,FullPilot13,value,log-ratio,99.99999998966233,$\beta_V$,beta_ss
66fd855cf4cfd7ee139e35fd,FullPilot13,value,log-ratio,1.0337680711458574e-10,$\lambda$,leak
650dcec4d9e0685d5035c13e,FullPilot13,perceptual,log-ratio,71.85433207718307,$\beta_P$,beta_ff
650dcec4d9e0685d5035c13e,FullPilot13,perceptual,log-ratio,1.7185660726216128,$\beta_V$,beta_ss
650dcec4d9e0685d5035c13e,FullPilot13,perceptual,log-ratio,0.20348369614814876,$\lambda$,leak
59daff10e776fd00015ec7ec,FullPilot13,perceptual,log-ratio,1.4821941797854308,$\beta_P$,beta_ff
59daff10e776fd00015ec7ec,FullPilot13,perceptual,log-ratio,1.109844283084378,$\beta_V$,beta_ss
59daff10e776fd00015ec7ec,FullPilot13,perceptual,log-ratio,0.05490322683402338,$\lambda$,leak
66f09b3690fe3df51613a689,FullPilot12,combined,log-ratio,97.0699775624175,$\beta_P$,beta_ff
66f09b3690fe3df51613a689,FullPilot12,combined,log-ratio,75.09228319103384,$\beta_V$,beta_ss
66f09b3690fe3df51613a689,FullPilot12,combined,log-ratio,0.02165201035174097,$\lambda$,leak
5d012b5ffade220017b10010,FullPilot12,combined,log-ratio,7.125935762748121,$\beta_P$,beta_ff
5d012b5ffade220017b10010,FullPilot12,combined,log-ratio,2.7083269950933726,$\beta_V$,beta_ss
5d012b5ffade220017b10010,FullPilot12,combined,log-ratio,0.027473648698069175,$\lambda$,leak
664218e510e790cd8414d32c,FullPilot13,perceptual,log-ratio,21.940179786272346,$\beta_P$,beta_ff
664218e510e790cd8414d32c,FullPilot13,perceptual,log-ratio,1.1827673738822284,$\beta_V$,beta_ss
664218e510e790cd8414d32c,FullPilot13,perceptual,log-ratio,0.18933211888838558,$\lambda$,leak
57bb618b8e26d6000196c3bb,FullPilot13,perceptual,log-ratio,99.99998311996461,$\beta_P$,beta_ff
57bb618b8e26d6000196c3bb,FullPilot13,perceptual,log-ratio,4.861547374725333,$\beta_V$,beta_ss
57bb618b8e26d6000196c3bb,FullPilot13,perceptual,log-ratio,1.6880035402788707e-07,$\lambda$,leak
65fb2b6d968812efd360f8f7,FullPilot13,combined,log-ratio,12.69253241464066,$\beta_P$,beta_ff
65fb2b6d968812efd360f8f7,FullPilot13,combined,log-ratio,35.59196723209425,$\beta_V$,beta_ss
65fb2b6d968812efd360f8f7,FullPilot13,combined,log-ratio,1.7171264410364984e-12,$\lambda$,leak
66feef40402fdd04d44aa7e0,FullPilot13,combined,log-ratio,3.3631509294966193,$\beta_P$,beta_ff
66feef40402fdd04d44aa7e0,FullPilot13,combined,log-ratio,2.5107171219773505,$\beta_V$,beta_ss
66feef40402fdd04d44aa7e0,FullPilot13,combined,log-ratio,0.007377981571247805,$\lambda$,leak
5aef9ea244c9bc0001f4cf78,FullPilot13,combined,log-ratio,36.83253788047816,$\beta_P$,beta_ff
5aef9ea244c9bc0001f4cf78,FullPilot13,combined,log-ratio,58.66421766539598,$\beta_V$,beta_ss
5aef9ea244c9bc0001f4cf78,FullPilot13,combined,log-ratio,0.020630949668214382,$\lambda$,leak
61363ce02e6022a741d63a6e,FullPilot12,value,log-ratio,1.0123519182205172,$\beta_P$,beta_ff
61363ce02e6022a741d63a6e,FullPilot12,value,log-ratio,6.0933241844177175,$\beta_V$,beta_ss
61363ce02e6022a741d63a6e,FullPilot12,value,log-ratio,4.982948303977608e-08,$\lambda$,leak
632fc453431e3369da22be81,FullPilot12,perceptual,log-ratio,0.8976523338817017,$\beta_P$,beta_ff
632fc453431e3369da22be81,FullPilot12,perceptual,log-ratio,1.778461681678884,$\beta_V$,beta_ss
632fc453431e3369da22be81,FullPilot12,perceptual,log-ratio,0.2116177693931386,$\lambda$,leak
5d773df22fa4bf001a045aa9,FullPilot12,combined,log-ratio,99.99999998966233,$\beta_P$,beta_ff
5d773df22fa4bf001a045aa9,FullPilot12,combined,log-ratio,1.1747627720236693,$\beta_V$,beta_ss
5d773df22fa4bf001a045aa9,FullPilot12,combined,log-ratio,0.09112671000976114,$\lambda$,leak
5a9416ba6475f900019fa690,FullPilot12,perceptual,log-ratio,99.9999950170517,$\beta_P$,beta_ff
5a9416ba6475f900019fa690,FullPilot12,perceptual,log-ratio,4.991725301742548,$\beta_V$,beta_ss
5a9416ba6475f900019fa690,FullPilot12,perceptual,log-ratio,4.982948303977608e-08,$\lambda$,leak
5fd7782dee03dc08d3f3f491,FullPilot13,combined,log-ratio,43.73050394607708,$\beta_P$,beta_ff
