agent,model,omega,beta,ll,group,ntrials,exp,prolificID
628d78a2ccf4a41f24c2d2d8,map,0.4842185124754906,5.656732842326164,59.715203648845026,combined,316,FullPilot14,628d78a2ccf4a41f24c2d2d8
63ae2788c3e5ec6d1cfcad16,map,5.340576171908307e-06,0.1934814453125,118.2090940519826,random,311,FullPilot14,63ae2788c3e5ec6d1cfcad16
67579b182f3a6e41fb761791,map,0.55957290828228,5.19345760345459,57.25940269737086,combined,316,FullPilot14,67579b182f3a6e41fb761791
67594446e891cd9a76235f36,map,0.9999999165534973,3.8664674758911133,53.444876986041415,perceptual,308,FullPilot14,67594446e891cd9a76235f36
66978d2616be96682f9f87ed,map,0.624675226281397,5.355532520916313,51.87510620069782,combined,315,FullPilot14,66978d2616be96682f9f87ed
6759a46833a61fefe76b05ba,map,0.317626953125,0.0,116.44872630047057,random,311,FullPilot14,6759a46833a61fefe76b05ba
66b0c677fd6d5746c4c5fd36,map,0.7379264436662196,1.6401121020317078,97.30493234694852,perceptual,316,FullPilot14,66b0c677fd6d5746c4c5fd36
57d810f1813eb30001825b65,map,0.511467322814633,4.343662613409833,66.18638192656822,combined,315,FullPilot14,57d810f1813eb30001825b65
6746499fde684b081912c056,map,0.9999999999534338,1.5258806385099888,86.60081668834647,perceptual,319,FullPilot14,6746499fde684b081912c056
651b075a8bfaebfd2f74e195,map,0.8934413815732114,3.6260610073804855,58.94829412622519,perceptual,314,FullPilot14,651b075a8bfaebfd2f74e195
5f3227893ca51916b4ff6d9d,map,0.3810455322265625,3.060302734375,81.18861006662209,combined,316,FullPilot14,5f3227893ca51916b4ff6d9d
66569098a6bf70f056e8f1d0,map,0.29475479125976567,3.67034912109375,78.6154487627802,combined,310,FullPilot14,66569098a6bf70f056e8f1d0
6759bab1432aedd5f3c18487,map,0.43887212295085193,7.234055921435356,47.71861071344794,combined,315,FullPilot14,6759bab1432aedd5f3c18487
5f173b90cea174080152310b,map,0.8500106811523438,2.8160858154296875,70.83646229874093,perceptual,316,FullPilot14,5f173b90cea174080152310b
6751826af853585828786233,map,0.5074432373046875,4.70947265625,63.48960045830945,combined,315,FullPilot14,6751826af853585828786233
645d518949b0639658176654,map,0.5653142495750216,1.0002093645744026,109.64937799047411,combined,312,FullPilot14,645d518949b0639658176654
662942b6455e11154cbb3ce0,map,0.9083357965690083,6.807229118421674,35.80535563189068,perceptual,315,FullPilot14,662942b6455e11154cbb3ce0
65c69497ab503bf918ddd5b7,map,0.6707772940397263,5.355428457260132,52.95570922435321,combined,316,FullPilot14,65c69497ab503bf918ddd5b7
5de7d12c26dd95000b6824c5,map,0.4254302978515625,10.018310546875,36.82549497195049,combined,316,FullPilot14,5de7d12c26dd95000b6824c5
671f8f783bd4d777e17c36e6,map,0.89573655128479,2.016913890838623,85.0745651707113,perceptual,316,FullPilot14,671f8f783bd4d777e17c36e6
66a557d079b15419fd0f9255,map,0.56240234375,4.013671875,67.24254565308512,combined,311,FullPilot14,66a557d079b15419fd0f9255
671432260f5b80d8188b2fe1,map,0.846298872627085,7.352492597419769,35.6604491403053,perceptual,315,FullPilot14,671432260f5b80d8188b2fe1
664446cda39cd17787c271da,map,0.9196586919482796,3.826226983219385,53.78446307604213,perceptual,314,FullPilot14,664446cda39cd17787c271da
6728e9f22f76d709508acf02,map,0.9341681161778979,4.39627893269062,49.601934668416156,perceptual,310,FullPilot14,6728e9f22f76d709508acf02
675edf24452fd3015aaee4dc,map,0.6228018417954445,4.030116498470306,67.90855960242808,combined,315,FullPilot14,675edf24452fd3015aaee4dc
66885d217777eda6f3a9b8dd,map,0.37447989359498024,6.3251665234565735,55.303647604114666,combined,316,FullPilot14,66885d217777eda6f3a9b8dd
675bead4e4f525677a43a27a,map,0.5536956787109375,2.806396484375,82.9958644499421,combined,306,FullPilot14,675bead4e4f525677a43a27a
5ddb5ed4a64380abb2907440,map,0.549383544921875,4.8638153076171875,60.18121304936714,combined,316,FullPilot14,5ddb5ed4a64380abb2907440
67603ec6f369599a362eecb9,map,0.513166774623096,7.4097152054309845,43.47402291926851,combined,316,FullPilot14,67603ec6f369599a362eecb9
62b9e995fd8c321a2f65a6cd,map,0.5843493463471532,4.125495329499245,65.97368988152132,combined,316,FullPilot14,62b9e995fd8c321a2f65a6cd
65cbb41e2614de61e770c67c,map,0.7934122085571289,5.1337432861328125,50.66359135354022,perceptual,313,FullPilot14,65cbb41e2614de61e770c67c
60165591d472ae0b5c202703,map,0.9511861449958814,2.8992645037942566,65.35466222082947,perceptual,310,FullPilot14,60165591d472ae0b5c202703
5d23ac815173fe001528bcd6,map,0.38068847656250004,0.0,111.59669603795096,random,303,FullPilot14,5d23ac815173fe001528bcd6
675967674f07f1afe5626a04,map,0.882314670085907,1.342545747756958,121.75820413359114,perceptual,354,FullPilot14,675967674f07f1afe5626a04
673efaa7caf0942718ac1631,map,0.317626953125,0.0,113.6761375790308,random,295,FullPilot14,673efaa7caf0942718ac1631
6165af4b36cb3bae91f2e355,map,0.30790405273437504,10.55419921875,35.361902040113385,combined,316,FullPilot14,6165af4b36cb3bae91f2e355
675efe6044b2f5bde425ceac,map,0.8812713787367101,3.0229299841448665,65.71116629332475,perceptual,315,FullPilot14,675efe6044b2f5bde425ceac
5fe17e28d8918b3fae67ec4d,map,0.8071955569204874,2.9280701326206326,71.3810549866055,perceptual,315,FullPilot14,5fe17e28d8918b3fae67ec4d
673487045133bc17c8100d16,map,0.5724500567186623,4.112317152321339,67.50010433946737,combined,316,FullPilot14,673487045133bc17c8100d16
675da16368f40dd379799754,map,0.32257080078125,0.0,119.22131502191034,random,316,FullPilot14,675da16368f40dd379799754
675b1e5ccc5e27bebe6ea4cb,map,0.09941900540143256,3.083253353834152,81.75224681894368,value,285,FullPilot14,675b1e5ccc5e27bebe6ea4cb
