agent,model,original_model,ll,fitted_rl_temp,fitted_perceptual_temp,rl_temp,perceptual_temp
106,NormativeLogRatio,value neglect,4.4228029772569,0.3334880338239889,30.0,1.0,10.0
107,NormativeLogRatio,perceptual neglect,10.461857113371371,5.364088960785484,0.34947922430746603,10.0,1.0
108,NormativeLogRatio,random,33.964211847437284,0.0,0.0,,
109,NormativeLogRatio,balanced,16.948573361798612,3.6287858685966867,5.6031398148309615,5.0,5.0
110,NormativeLogRatio,value neglect,4.265398918902342,0.41253405706877794,30.0,1.0,10.0
111,NormativeLogRatio,perceptual neglect,12.21401050252508,9.704436949521359,1.0436329379048428,10.0,1.0
112,NormativeLogRatio,random,33.964211847437284,0.0,0.0,,
113,NormativeLogRatio,balanced,8.003332926404767,4.709674549227338,6.443108902588561,5.0,5.0
114,NormativeLogRatio,value neglect,8.141035600855684,0.18484933974730045,11.082960967781078,1.0,10.0
115,NormativeLogRatio,perceptual neglect,15.742816735180533,5.933784821746754,0.6709980450096601,10.0,1.0
116,NormativeLogRatio,random,33.964211847437284,0.0,0.0,,
117,NormativeLogRatio,balanced,10.463645710870056,8.051136351041082,6.14710779392369,5.0,5.0
118,NormativeLogRatio,value neglect,9.203195538107376,0.9452939268854456,8.730722512494246,1.0,10.0
119,NormativeLogRatio,perceptual neglect,4.162020610388129,7.538161248938296,0.5482503702146155,10.0,1.0
120,NormativeLogRatio,random,33.15419239182105,0.0,0.35462323114110017,,
121,NormativeLogRatio,balanced,5.218942608594441,6.134726666492232,8.837571589673816,5.0,5.0
122,NormativeLogRatio,value neglect,3.3581410448332707,2.6461254628762836,25.998191737163946,1.0,10.0
123,NormativeLogRatio,perceptual neglect,20.563790463961475,4.689249626030578,0.6098477673264853,10.0,1.0
124,NormativeLogRatio,random,33.935463092334516,0.16218989413665347,0.0,,
125,NormativeLogRatio,balanced,19.940426358683784,2.8037967351196222,5.283737028069198,5.0,5.0
126,NormativeLogRatio,value neglect,7.348163255449259,0.0,13.507256964451102,1.0,10.0
127,NormativeLogRatio,perceptual neglect,19.15160812456382,4.317108957521742,1.533447794431271,10.0,1.0
128,NormativeLogRatio,random,33.74808527942232,0.21564172233641177,0.14415782735046184,,
129,NormativeLogRatio,balanced,15.083543036424805,1.8021572456783197,4.336642314146686,5.0,5.0
130,NormativeLogRatio,value neglect,13.388523126494722,1.1508383928479158,9.86176775187511,1.0,10.0
131,NormativeLogRatio,perceptual neglect,7.135815868906262,8.603064816370381,2.378539073235684,10.0,1.0
132,NormativeLogRatio,random,33.964211847437284,0.0,0.0,,
133,NormativeLogRatio,balanced,14.187417646206619,2.412828188146341,4.11244548231516,5.0,5.0
134,NormativeLogRatio,value neglect,19.044494988025377,0.0,6.1692846895951945,1.0,10.0
135,NormativeLogRatio,perceptual neglect,10.858670871705874,6.506507993660913,2.0177781735303593,10.0,1.0
136,NormativeLogRatio,random,33.964211847437284,0.0,0.0,,
137,NormativeLogRatio,balanced,7.833212373399056,6.77195729162055,6.675684223620223,5.0,5.0
138,NormativeLogRatio,value neglect,10.246867642085602,0.9886812963776714,9.633106144415455,1.0,10.0
139,NormativeLogRatio,perceptual neglect,19.121770194149565,7.246462697855464,0.9392962320263756,10.0,1.0
140,NormativeLogRatio,random,33.763667395867365,0.039998870086961756,0.16884533351137607,,
141,NormativeLogRatio,balanced,12.300515623159344,2.9507137617775667,4.566227799226405,5.0,5.0
142,NormativeLogRatio,value neglect,12.49877991222588,0.0,15.829364441158251,1.0,10.0
143,NormativeLogRatio,perceptual neglect,2.885891774197159,25.190039662785125,8.454885652266794,10.0,1.0
144,NormativeLogRatio,random,33.4888973350519,0.29940785267041503,0.136029915031183,,
145,NormativeLogRatio,balanced,8.18907168339568,6.10212380328727,6.194806756594537,5.0,5.0
146,NormativeLogRatio,value neglect,10.323705370185627,0.0,16.12697362254869,1.0,10.0
147,NormativeLogRatio,perceptual neglect,13.80602400681184,6.810502727868204,0.7297516403861956,10.0,1.0
148,NormativeLogRatio,random,33.964211847437284,0.0,0.0,,
149,NormativeLogRatio,balanced,6.607149983569741,4.844108124270749,6.418731678163089,5.0,5.0
150,NormativeLogRatio,value neglect,5.377358026383764,0.0,13.825203465212057,1.0,10.0
151,NormativeLogRatio,perceptual neglect,9.063279082828712,5.2411940254305085,0.3084989614239174,10.0,1.0
152,NormativeLogRatio,random,33.518361172790335,0.4145660316238523,0.0,,
153,NormativeLogRatio,balanced,17.949044963664203,4.895436366800522,3.9848068108312162,5.0,5.0
154,NormativeLogRatio,value neglect,12.941334023010285,0.5836750580070348,7.558278634425678,1.0,10.0
155,NormativeLogRatio,perceptual neglect,25.22956422756242,27.998380583437175,0.0,10.0,1.0
156,NormativeLogRatio,random,32.99173311431058,0.0,0.6148624532184837,,
157,NormativeLogRatio,balanced,14.850369919721194,3.298549224020543,3.970869773757828,5.0,5.0
158,NormativeLogRatio,value neglect,4.285001990474138,0.7163578010320104,30.0,1.0,10.0
159,NormativeLogRatio,perceptual neglect,9.648129014096567,8.404777537757695,3.7248931806535706,10.0,1.0
160,NormativeLogRatio,random,33.57454584682191,0.0,0.2804873101834616,,
161,NormativeLogRatio,balanced,16.324322633292805,3.985954312610501,3.6454428150386162,5.0,5.0
162,NormativeLogRatio,value neglect,15.920318133104178,1.1598902593829838,4.80354617655471,1.0,10.0
163,NormativeLogRatio,perceptual neglect,11.997673429936313,6.874433498846467,0.7562163965894034,10.0,1.0
164,NormativeLogRatio,random,33.964211847437284,0.0,0.0,,
165,NormativeLogRatio,balanced,13.869621989121349,2.5095426253336863,2.653081440065738,5.0,5.0
166,NormativeLogRatio,value neglect,1.4581653200513245,6.31857469603633,30.0,1.0,10.0
167,NormativeLogRatio,perceptual neglect,20.04008339933381,7.665424207279533,0.01202810469153256,10.0,1.0
168,NormativeLogRatio,random,33.94385417096509,0.0,0.10688299887215456,,
169,NormativeLogRatio,balanced,9.692137070378342,6.6804959126547985,5.261928254327212,5.0,5.0
170,NormativeLogRatio,value neglect,15.446146766090681,0.0,5.5835358538093915,1.0,10.0
171,NormativeLogRatio,perceptual neglect,8.58158430421472,9.792608304177216,0.0,10.0,1.0
172,NormativeLogRatio,random,33.84516001488895,0.1732890842722087,0.0,,
173,NormativeLogRatio,balanced,13.310943958416532,4.971102166866647,4.1172026943618585,5.0,5.0
174,NormativeLogRatio,value neglect,9.61977985369939,5.338469283730478,15.138613576593535,1.0,10.0
175,NormativeLogRatio,perceptual neglect,10.880328638589491,5.546807064987563,0.3892045699146296,10.0,1.0
176,NormativeLogRatio,random,33.964211847437284,0.0,0.0,,
177,NormativeLogRatio,balanced,5.591220435423384,13.98982562802511,13.081325242442993,5.0,5.0
178,NormativeLogRatio,value neglect,7.302766500708816,1.8913659625802457,16.73211135254252,1.0,10.0
179,NormativeLogRatio,perceptual neglect,11.748330656962983,5.814309365560116,0.878670167124317,10.0,1.0
180,NormativeLogRatio,random,33.52117953603787,0.0,0.30482360967280697,,
181,NormativeLogRatio,balanced,13.621104117372877,3.6779908933631162,3.3785450484491397,5.0,5.0
182,NormativeLogRatio,value neglect,16.267350363845132,0.16069834026058405,7.875907590584761,1.0,10.0
183,NormativeLogRatio,perceptual neglect,2.774375457838314,30.0,0.0,10.0,1.0
184,NormativeLogRatio,random,587.85872633608,30.0,30.0,,
185,NormativeLogRatio,balanced,16.84705148932856,2.5624900520391134,2.4865694022912392,5.0,5.0
186,NormativeLogRatio,value neglect,18.472430966488446,0.46628184778766996,5.769706982068115,1.0,10.0
187,NormativeLogRatio,perceptual neglect,17.65212195507912,4.3269986307721195,0.6441320474407487,10.0,1.0
188,NormativeLogRatio,random,33.67195700610103,0.0031943089466493525,0.26070512082433883,,
189,NormativeLogRatio,balanced,15.307951362820283,2.759250299892946,4.167829802106823,5.0,5.0
190,NormativeLogRatio,value neglect,12.549218714478753,0.0,8.785318608001184,1.0,10.0
191,NormativeLogRatio,perceptual neglect,13.759360383376444,8.279682080116494,0.5679610976176113,10.0,1.0
192,NormativeLogRatio,random,33.091848228185434,0.0,0.589999709644794,,
193,NormativeLogRatio,balanced,18.100574350128053,3.491305147910503,3.7591819378593487,5.0,5.0
194,NormativeLogRatio,value neglect,13.829909185385624,1.4145860745295467,7.895245059409776,1.0,10.0
195,NormativeLogRatio,perceptual neglect,13.685637148692798,6.761944993550468,0.07084100648643783,10.0,1.0
196,NormativeLogRatio,random,33.964211847437284,0.0,0.0,,
197,NormativeLogRatio,balanced,11.444659990809686,5.149507877414866,3.9020885812395782,5.0,5.0
198,NormativeLogRatio,value neglect,14.01601666475416,0.25682207030065823,7.10107060498907,1.0,10.0
199,NormativeLogRatio,perceptual neglect,15.746993614501331,5.594042342628539,0.0519252423348174,10.0,1.0
200,NormativeLogRatio,random,33.85867861911857,0.00746165597489168,0.16236643896859335,,
201,NormativeLogRatio,balanced,16.067163656139147,4.010035224838474,3.5774990445516464,5.0,5.0
202,NormativeLogRatio,value neglect,186.2562005769336,30.0,30.0,1.0,10.0
203,NormativeLogRatio,perceptual neglect,7.582125379935029,8.809225950114566,3.6754227227440674,10.0,1.0
204,NormativeLogRatio,random,33.77789566653446,0.27176002262174226,0.030450961404494898,,
205,NormativeLogRatio,balanced,11.414234094863293,4.838666153883266,4.744387267594408,5.0,5.0
206,NormativeLogRatio,value neglect,20.671572022551487,0.024210976939036274,4.959143161641389,1.0,10.0
207,NormativeLogRatio,perceptual neglect,1.7272045678372534,23.64476133909638,30.0,10.0,1.0
208,NormativeLogRatio,random,32.905339347775005,0.0,0.5009753084688954,,
209,NormativeLogRatio,balanced,13.521229576200568,6.845801359382176,5.370348010083236,5.0,5.0
210,NormativeLogRatio,value neglect,16.315774342821914,0.0,6.381365701643883,1.0,10.0
211,NormativeLogRatio,perceptual neglect,9.599420642851516,5.369151702311076,0.3319466580132886,10.0,1.0
