temp,perceptual_temp,rl_temp,ff1,ff2,ffp1,ffp2,trial,model,agent,s,a,r,optimal_option,optimal_ev,optimal_ff,params,destroy,cumulative_reward
,5.0,5.0,1.0,1.0,0.8807970779778823,0.8807970779778823,0,balanced,1,0,1,0.41749509021461206,False,False,True,"{'β': 1.211405754140913, '$\\delta$': 0.0887316959812583}",True,0.41749509021461206
,5.0,5.0,-0.3,-0.1,0.35434369377420455,0.45016600268752216,1,balanced,1,0,0,0.5889412894112841,True,True,False,"{'β': 0.7925242320556942, '$\\delta$': 0.12635757439784834}",True,1.0064363796258962
,5.0,5.0,0.3,0.8,0.6456563062257954,0.8320183851339245,2,balanced,1,0,0,0.1966451131923272,True,True,False,"{'β': 1.0842571537567778, '$\\delta$': -0.07313267547070974}",True,1.2030814928182234
,5.0,5.0,0.6,-0.8,0.7685247834990175,0.16798161486607552,3,balanced,1,0,0,0.8102120106277683,True,True,True,"{'β': 1.5005768246946578, '$\\delta$': 0.0791543604188401}",True,2.0132935034459916
,5.0,5.0,0.6,-0.3,0.7685247834990175,0.35434369377420455,4,balanced,1,0,0,0.38228964716945235,True,True,True,"{'β': 1.8274253799778426, '$\\delta$': 0.0223727815323778}",True,2.395583150615444
,5.0,5.0,1.0,-0.3,0.8807970779778823,0.35434369377420455,5,balanced,1,0,0,0.634069428389089,True,True,True,"{'β': 2.1089614765511873, '$\\delta$': 0.061633603522512626}",True,3.0296525790045328
,5.0,5.0,-0.1,1.0,0.45016600268752216,0.8807970779778823,6,balanced,1,0,0,0.0,True,False,False,"{'β': 2.181978762584258, '$\\delta$': 0.061633603522512626}",False,3.0296525790045328
,5.0,5.0,-0.6,1.0,0.23147521650098238,0.8807970779778823,7,balanced,1,0,1,0.3059766439106653,False,True,True,"{'β': 2.375818760720982, '$\\delta$': 0.10788031768390047}",True,3.3356292229151983
,5.0,5.0,0.8,0.3,0.8320183851339245,0.6456563062257954,8,balanced,1,0,0,0.4584715165494671,True,True,True,"{'β': 2.540086161172713, '$\\delta$': 0.08549021629330114}",True,3.7941007394646653
,5.0,5.0,0.8,0.8,0.8320183851339245,0.8320183851339245,9,balanced,1,0,1,0.36088526939440935,False,False,True,"{'β': 2.6811965165657226, '$\\delta$': 0.10787032976273236}",True,4.154986008859074
,5.0,5.0,-0.8,0.1,0.16798161486607552,0.549833997312478,10,balanced,1,0,1,0.5247666829415354,False,True,True,"{'β': 2.7415295756625917, '$\\delta$': 0.09294146400266445}",True,4.67975269180061
,5.0,5.0,1.0,-0.6,0.8807970779778823,0.23147521650098238,11,balanced,1,0,0,0.7589097058669236,True,True,True,"{'β': 2.846001703700073, '$\\delta$': 0.13333557448026476}",True,5.4386623976675335
,5.0,5.0,-0.3,-0.6,0.35434369377420455,0.23147521650098238,12,balanced,1,0,0,0.6052947181489468,True,True,True,"{'β': 2.5758828238709213, '$\\delta$': 0.14112116316626072}",True,6.043957115816481
,5.0,5.0,-0.1,-1.0,0.45016600268752216,0.11920292202211755,13,balanced,1,0,0,0.0,True,True,True,"{'β': 2.6281911591428813, '$\\delta$': 0.14112116316626072}",False,6.043957115816481
