agent,model,omega,beta,ll,group,ntrials,exp,prolificID
66ba4608bc582e7db54007e5,map,0.9331910470500588,1.9050832092761993,114.70065088685254,perceptual,352,FullPilot13,66ba4608bc582e7db54007e5
615e5b5f1e8fbfe2c701bc8e,map,1.2207031250044409e-05,0.750732421875,114.02251294799929,value,316,FullPilot13,615e5b5f1e8fbfe2c701bc8e
66c34ed9630786ec5aece5bb,map,0.9999999970197677,0.2720963954925537,117.98836335780538,perceptual,317,FullPilot13,66c34ed9630786ec5aece5bb
6609e31201eebc9f6a2de74b,map,0.08032663594931366,5.5204641073942184,49.023082694404444,value,315,FullPilot13,6609e31201eebc9f6a2de74b
665ba7a36d036dd09e9081c2,map,0.7662071475759149,3.6914725601673126,69.52960024180116,perceptual,316,FullPilot13,665ba7a36d036dd09e9081c2
66f3fed9e931683984276fee,map,0.31993408203125,0.0,118.5281678415504,random,313,FullPilot13,66f3fed9e931683984276fee
65c23e2e1a96e23b93afdea0,map,1.3038516377683607e-09,7.677282318472862,44.89311911836477,value,315,FullPilot13,65c23e2e1a96e23b93afdea0
66ae3fb9006e6fc44a2b56df,map,0.6274720538407564,4.143180921673775,61.407424560694196,combined,316,FullPilot13,66ae3fb9006e6fc44a2b56df
5b6c312fa1fda800015fe165,map,0.384644265472889,4.047199878841639,65.6453625297793,combined,316,FullPilot13,5b6c312fa1fda800015fe165
6697dfc91b0e8c6d62d7b472,map,0.6476287841796875,1.10137939453125,111.09442660436295,perceptual,316,FullPilot13,6697dfc91b0e8c6d62d7b472
66074f7cb655db9adfae591b,map,0.7185115197207779,0.48258816823363304,116.82146796509049,random,316,FullPilot13,66074f7cb655db9adfae591b
57027c1f68c641000e0c8970,map,0.7827606201171875,2.567138671875,85.9331317111755,perceptual,316,FullPilot13,57027c1f68c641000e0c8970
655f7e55e36be4f00b49aa5e,map,0.10570068359375007,2.275390625,95.10888572116606,value,316,FullPilot13,655f7e55e36be4f00b49aa5e
66b274c9c39e8e5057bcfaf6,map,0.4408935546875,0.0,115.75557912011062,random,287,FullPilot13,66b274c9c39e8e5057bcfaf6
5d09895e65eb3400189cc207,map,0.8349119231104851,0.9424853324890137,159.64701031114245,perceptual,399,FullPilot13,5d09895e65eb3400189cc207
60c2a30e24e7f2ce0c8b56ca,map,0.8623676415532827,1.24155655503273,100.40167241507413,perceptual,313,FullPilot13,60c2a30e24e7f2ce0c8b56ca
66f73913e3459a85f0574823,map,0.8656044006347656,2.308349609375,79.92493611336103,perceptual,315,FullPilot13,66f73913e3459a85f0574823
