temp,perceptual_temp,rl_temp,ff1,ff2,ffp1,ffp2,trial,model,agent,s,a,r,optimal_option,optimal_ev,optimal_ff,params,destroy,cumulative_reward
,10.0,1.0,0.3,1.0,0.6456563062257954,0.8807970779778823,6,value neglect,238,0,0,0.604174353996482,True,True,False,"{'β': 1.7855466459628777, '$\\delta$': 0.5023512860690343}",True,2.4518039315628397
,10.0,1.0,-0.1,-1.0,0.45016600268752216,0.11920292202211755,7,value neglect,238,0,0,0.6302196841113866,True,True,True,"{'β': 1.6804370392055832, '$\\delta$': 0.470836851297757}",True,3.0820236156742262
,10.0,1.0,1.0,-0.8,0.8807970779778823,0.16798161486607552,8,value neglect,238,0,0,0.7235307596028835,True,True,True,"{'β': 1.996976024252553, '$\\delta$': 0.4813110346202747}",True,3.8055543752771097
,10.0,1.0,1.0,-0.3,0.8807970779778823,0.35434369377420455,9,value neglect,238,0,0,0.7983538393550804,True,True,True,"{'β': 2.2144372135171775, '$\\delta$': 0.51425333164626}",True,4.60390821463219
,10.0,1.0,-0.8,0.6,0.16798161486607552,0.7685247834990175,10,value neglect,238,0,1,0.0,False,True,True,"{'β': 1.6220674483687398, '$\\delta$': 0.51425333164626}",False,4.60390821463219
,10.0,1.0,-0.6,-0.8,0.23147521650098238,0.16798161486607552,11,value neglect,238,0,0,0.0,True,True,True,"{'β': 1.8032369508206054, '$\\delta$': 0.51425333164626}",False,4.60390821463219
,10.0,1.0,-1.0,0.8,0.11920292202211755,0.8320183851339245,12,value neglect,238,0,1,0.20655883972048894,False,True,True,"{'β': 1.9723840415366722, '$\\delta$': 0.539248575418428}",True,4.810467054352679
,10.0,1.0,-0.1,0.3,0.45016600268752216,0.6456563062257954,13,value neglect,238,0,1,0.38507876299329796,False,False,True,"{'β': 2.083930331503017, '$\\delta$': 0.5098696973565653}",True,5.195545817345977
,10.0,1.0,0.1,-0.8,0.549833997312478,0.16798161486607552,14,value neglect,238,0,0,0.7535111576708015,True,True,True,"{'β': 2.13232099189289, '$\\delta$': 0.5205451133330461}",True,5.949056975016778
,10.0,1.0,-0.1,0.1,0.45016600268752216,0.549833997312478,15,value neglect,238,0,1,0.0,False,False,True,"{'β': 2.07191392054923, '$\\delta$': 0.5205451133330461}",False,5.949056975016778
,10.0,1.0,0.3,0.3,0.6456563062257954,0.6456563062257954,16,value neglect,238,0,0,0.0,True,True,True,"{'β': 1.8706400746867344, '$\\delta$': 0.5205451133330461}",False,5.949056975016778
,10.0,1.0,-0.3,-0.6,0.35434369377420455,0.23147521650098238,17,value neglect,238,0,0,0.0,True,True,True,"{'β': 1.97595457361894, '$\\delta$': 0.5205451133330461}",False,5.949056975016778
,10.0,1.0,1.0,-0.6,0.8807970779778823,0.23147521650098238,18,value neglect,238,0,0,0.5794702955050636,True,True,True,"{'β': 2.105816008701429, '$\\delta$': 0.4890275806949949}",True,6.528527270521842
,10.0,1.0,-1.0,-0.1,0.11920292202211755,0.45016600268752216,19,value neglect,238,0,1,0.0,False,True,True,"{'β': 2.147883475921996, '$\\delta$': 0.4890275806949949}",False,6.528527270521842
,10.0,1.0,1.0,0.1,0.8807970779778823,0.549833997312478,20,value neglect,238,0,0,0.12820914294139985,True,True,True,"{'β': 2.255612929599756, '$\\delta$': 0.3722046815858596}",True,6.656736413463242
,10.0,1.0,-0.6,-0.6,0.23147521650098238,0.23147521650098238,21,value neglect,238,0,1,0.36204274440394657,False,False,True,"{'β': 1.8703513291618723, '$\\delta$': 0.36798945631303503}",True,7.018779157867188
,10.0,1.0,-0.6,0.8,0.23147521650098238,0.8320183851339245,22,value neglect,238,0,1,0.5439417261032106,False,True,True,"{'β': 1.9786827976234982, '$\\delta$': 0.33419183708312034}",True,7.562720883970399
,10.0,1.0,-0.8,0.1,0.16798161486607552,0.549833997312478,23,value neglect,238,0,1,0.32506163773030416,False,True,True,"{'β': 2.0116305293193473, '$\\delta$': 0.338607768329035}",True,7.887782521700703
,10.0,1.0,-0.3,-0.8,0.35434369377420455,0.16798161486607552,24,value neglect,238,0,0,0.7493834777701334,True,True,True,"{'β': 1.8722790426714901, '$\\delta$': 0.3533983947624552}",True,8.637165999470836
,10.0,1.0,0.6,0.3,0.7685247834990175,0.6456563062257954,25,value neglect,238,1,0,0.9471413142854743,True,True,True,"{'β': 1.970892797370648, '$\\delta$': 0.4642741848234008}",True,9.58430731375631
,10.0,1.0,-0.8,1.0,0.16798161486607552,0.8807970779778823,26,value neglect,238,1,1,0.4151913350689926,False,True,True,"{'β': 2.058195868378267, '$\\delta$': 0.39609150341107124}",True,9.999498648825304
,10.0,1.0,0.6,-1.0,0.7685247834990175,0.11920292202211755,27,value neglect,238,1,0,0.4844465356886087,True,True,True,"{'β': 2.145039964793541, '$\\delta$': 0.2912155485622191}",True,10.483945184513912
,10.0,1.0,0.8,0.8,0.8320183851339245,0.8320183851339245,28,value neglect,238,1,1,0.19795977763620734,False,False,True,"{'β': 2.2249521451017813, '$\\delta$': 0.375441655117236}",True,10.681904962150119
,10.0,1.0,0.3,-0.8,0.6456563062257954,0.16798161486607552,29,value neglect,238,1,0,0.0,True,True,True,"{'β': 2.1002962198299686, '$\\delta$': 0.375441655117236}",False,10.681904962150119
,10.0,1.0,0.1,-0.1,0.549833997312478,0.45016600268752216,30,value neglect,238,1,0,0.0,True,True,True,"{'β': 2.0668585375571813, '$\\delta$': 0.375441655117236}",False,10.681904962150119
,10.0,1.0,0.3,1.0,0.6456563062257954,0.8807970779778823,31,value neglect,238,1,1,0.5975555297143701,False,False,True,"{'β': 2.136674430735045, '$\\delta$': 0.2717291961905966}",True,11.279460491864489
,10.0,1.0,0.3,-1.0,0.6456563062257954,0.11920292202211755,32,value neglect,238,1,0,0.0,True,True,True,"{'β': 2.0253289077762955, '$\\delta$': 0.2717291961905966}",False,11.279460491864489
,10.0,1.0,0.6,0.3,0.7685247834990175,0.6456563062257954,33,value neglect,238,1,1,0.0,False,False,False,"{'β': 1.9212888244070765, '$\\delta$': 0.2717291961905966}",False,11.279460491864489
,10.0,1.0,-1.0,0.1,0.11920292202211755,0.549833997312478,34,value neglect,238,1,1,0.0,False,True,True,"{'β': 1.8928775748133717, '$\\delta$': 0.2717291961905966}",False,11.279460491864489
