agent,expName,group,model_original,model_fitted,value_fitted,value_original,ll,param,param2,n_param,bic,winning,p(model),p_model
559c3a4dfdf99b32b6963e70,FullPilot13,combined,absolute,absolute-var,222.69385120629886,227.0,109.00934260019861,$\beta_V$,beta_ss,2,230.730900521789,True,0.9999999999986069,0.9999999999986069
559c3a4dfdf99b32b6963e70,FullPilot13,combined,absolute,absolute,587.1118640564382,751.0,119.05612941994181,$\beta_P$,beta_ff,2,250.82447416127542,True,1.3931864907990946e-12,1.3931864907990946e-12
559c3a4dfdf99b32b6963e70,FullPilot13,combined,absolute,absolute,196.14758504927158,227.0,119.05612941994181,$\beta_V$,beta_ss,2,250.82447416127542,True,1.3931864907990946e-12,1.3931864907990946e-12
669f45c902420af78b04a9b1,FullPilot12,value,absolute-var,absolute-var,564.7753562927246,424.0,116.04871311351053,$\beta_P$,beta_ff,2,244.80964154841286,True,1.0,1.0
669f45c902420af78b04a9b1,FullPilot12,value,absolute-var,absolute-var,773.9623146057129,596.0,116.04871311351053,$\beta_V$,beta_ss,2,244.80964154841286,True,1.0,1.0
669f45c902420af78b04a9b1,FullPilot12,value,absolute-var,absolute,139.8818359375,424.0,160.07953211333324,$\beta_P$,beta_ff,2,332.8712795480583,True,4.2055351354548464e-42,4.2055351354548464e-42
669f45c902420af78b04a9b1,FullPilot12,value,absolute-var,absolute,719.408935546875,596.0,160.07953211333324,$\beta_V$,beta_ss,2,332.8712795480583,True,4.2055351354548464e-42,4.2055351354548464e-42
669f45c902420af78b04a9b1,FullPilot12,value,absolute,absolute-var,313.23191261291504,88.0,94.10213710234565,$\beta_P$,beta_ff,2,200.9164895260831,True,0.9999999999998102,0.9999999999998102
669f45c902420af78b04a9b1,FullPilot12,value,absolute,absolute-var,716.9362449645996,890.0,94.10213710234565,$\beta_V$,beta_ss,2,200.9164895260831,True,0.9999999999998102,0.9999999999998102
669f45c902420af78b04a9b1,FullPilot12,value,absolute,absolute,99.2078366279602,88.0,105.1457661312082,$\beta_P$,beta_ff,2,223.0037475838082,True,1.8974184233045302e-13,1.8974184233045302e-13
669f45c902420af78b04a9b1,FullPilot12,value,absolute,absolute,562.1957108974457,890.0,105.1457661312082,$\beta_V$,beta_ss,2,223.0037475838082,True,1.8974184233045302e-13,1.8974184233045302e-13
66f2f743ac55ce843124f2bf,FullPilot13,random,absolute-var,absolute-var,189.15444829507032,289.0,126.70290028568192,$\beta_P$,beta_ff,2,266.11801589275564,True,1.0,1.0
66f2f743ac55ce843124f2bf,FullPilot13,random,absolute-var,absolute-var,506.13808168959804,674.0,126.70290028568192,$\beta_V$,beta_ss,2,266.11801589275564,True,1.0,1.0
66f2f743ac55ce843124f2bf,FullPilot13,random,absolute-var,absolute,17.492146449163556,289.0,143.47561610427525,$\beta_P$,beta_ff,2,299.6634475299423,True,1.994843652568697e-18,1.994843652568697e-18
66f2f743ac55ce843124f2bf,FullPilot13,random,absolute-var,absolute,690.3885721026454,674.0,143.47561610427525,$\beta_V$,beta_ss,2,299.6634475299423,True,1.994843652568697e-18,1.994843652568697e-18
66f2f743ac55ce843124f2bf,FullPilot13,random,absolute,absolute-var,255.373046875,161.0,113.04298001696816,$\beta_P$,beta_ff,2,238.7981753553281,True,0.9999999908480391,0.9999999908480391
66f2f743ac55ce843124f2bf,FullPilot13,random,absolute,absolute-var,936.625,681.0,113.04298001696816,$\beta_V$,beta_ss,2,238.7981753553281,True,0.9999999908480391,0.9999999908480391
66f2f743ac55ce843124f2bf,FullPilot13,random,absolute,absolute,76.17254787683487,161.0,118.69470189990727,$\beta_P$,beta_ff,2,250.10161912120634,True,9.151960772544607e-09,9.151960772544607e-09
66f2f743ac55ce843124f2bf,FullPilot13,random,absolute,absolute,584.5246175378561,681.0,118.69470189990727,$\beta_V$,beta_ss,2,250.10161912120634,True,9.151960772544607e-09,9.151960772544607e-09
5e8fe87009881f2ee83521fb,FullPilot13,perceptual,absolute-var,absolute-var,548.2127075195312,962.0,127.442793892199,$\beta_P$,beta_ff,2,267.5978031057898,True,1.0,1.0
5e8fe87009881f2ee83521fb,FullPilot13,perceptual,absolute-var,absolute-var,523.9769134521484,873.0,127.442793892199,$\beta_V$,beta_ss,2,267.5978031057898,True,1.0,1.0
5e8fe87009881f2ee83521fb,FullPilot13,perceptual,absolute-var,absolute,713.9343719482422,962.0,150.79788410570677,$\beta_P$,beta_ff,2,314.30798353280534,True,3.824116444780328e-24,3.824116444780328e-24
5e8fe87009881f2ee83521fb,FullPilot13,perceptual,absolute-var,absolute,983.3186874389648,873.0,150.79788410570677,$\beta_V$,beta_ss,2,314.30798353280534,True,3.824116444780328e-24,3.824116444780328e-24
5e8fe87009881f2ee83521fb,FullPilot13,perceptual,absolute,absolute-var,75.5576171875,148.0,93.48130373235895,$\beta_P$,beta_ff,2,199.6748227861097,True,1.0,1.0
5e8fe87009881f2ee83521fb,FullPilot13,perceptual,absolute,absolute-var,254.8857421875,445.0,93.48130373235895,$\beta_V$,beta_ss,2,199.6748227861097,True,1.0,1.0
5e8fe87009881f2ee83521fb,FullPilot13,perceptual,absolute,absolute,17.0810546875,148.0,120.08575848634777,$\beta_P$,beta_ff,2,252.88373229408734,True,5.7836448993315055e-27,5.7836448993315055e-27
5e8fe87009881f2ee83521fb,FullPilot13,perceptual,absolute,absolute,690.5361328125,445.0,120.08575848634777,$\beta_V$,beta_ss,2,252.88373229408734,True,5.7836448993315055e-27,5.7836448993315055e-27
6020606d7b0258677b881f63,FullPilot13,value,absolute-var,absolute-var,124.01906259078532,266.0,99.38348111856764,$\beta_P$,beta_ff,2,211.47917755852708,True,0.999999999990292,0.999999999990292
6020606d7b0258677b881f63,FullPilot13,value,absolute-var,absolute-var,664.2304311554326,929.0,99.38348111856764,$\beta_V$,beta_ss,2,211.47917755852708,True,0.999999999990292,0.999999999990292
6020606d7b0258677b881f63,FullPilot13,value,absolute-var,absolute,53.689008846879005,266.0,108.45724550156758,$\beta_P$,beta_ff,2,229.62670632452696,True,9.708074780812802e-12,9.708074780812802e-12
6020606d7b0258677b881f63,FullPilot13,value,absolute-var,absolute,444.1069940626621,929.0,108.45724550156758,$\beta_V$,beta_ss,2,229.62670632452696,True,9.708074780812802e-12,9.708074780812802e-12
6020606d7b0258677b881f63,FullPilot13,value,absolute,absolute-var,883.99609375,585.0,112.12573395879478,$\beta_P$,beta_ff,2,236.96368323898136,True,0.9999999999989966,0.9999999999989966
6020606d7b0258677b881f63,FullPilot13,value,absolute,absolute-var,800.1796875,418.0,112.12573395879478,$\beta_V$,beta_ss,2,236.96368323898136,True,0.9999999999989966,0.9999999999989966
6020606d7b0258677b881f63,FullPilot13,value,absolute,absolute,875.9922094345093,585.0,122.33662962652144,$\beta_P$,beta_ff,2,257.3854745744347,True,1.0033815716259915e-12,1.0033815716259915e-12
6020606d7b0258677b881f63,FullPilot13,value,absolute,absolute,598.5816431045532,418.0,122.33662962652144,$\beta_V$,beta_ss,2,257.3854745744347,True,1.0033815716259915e-12,1.0033815716259915e-12
6646aa536ff16adfd7903930,FullPilot13,perceptual,absolute-var,absolute-var,650.5010070800781,698.0,110.76205009156119,$\beta_P$,beta_ff,2,234.23631550451418,True,0.9999999996901516,0.9999999996901516
6646aa536ff16adfd7903930,FullPilot13,perceptual,absolute-var,absolute-var,180.8078155517578,229.0,110.76205009156119,$\beta_V$,beta_ss,2,234.23631550451418,True,0.9999999996901516,0.9999999996901516
6646aa536ff16adfd7903930,FullPilot13,perceptual,absolute-var,absolute,999.999831199646,698.0,118.10425189005711,$\beta_P$,beta_ff,2,248.92071910150602,True,3.0984840432110785e-10,3.0984840432110785e-10
6646aa536ff16adfd7903930,FullPilot13,perceptual,absolute-var,absolute,309.47671604156494,229.0,118.10425189005711,$\beta_V$,beta_ss,2,248.92071910150602,True,3.0984840432110785e-10,3.0984840432110785e-10
6646aa536ff16adfd7903930,FullPilot13,perceptual,absolute,absolute-var,654.0644226074219,456.0,104.28220404972822,$\beta_P$,beta_ff,2,221.27662342084824,True,0.999999999999748,0.999999999999748
6646aa536ff16adfd7903930,FullPilot13,perceptual,absolute,absolute-var,393.52392578125,285.0,104.28220404972822,$\beta_V$,beta_ss,2,221.27662342084824,True,0.999999999999748,0.999999999999748
6646aa536ff16adfd7903930,FullPilot13,perceptual,absolute,absolute,953.8900955505669,456.0,115.1840220607806,$\beta_P$,beta_ff,2,243.080259442953,True,2.5196406025404044e-13,2.5196406025404044e-13
6646aa536ff16adfd7903930,FullPilot13,perceptual,absolute,absolute,608.764956664294,285.0,115.1840220607806,$\beta_V$,beta_ss,2,243.080259442953,True,2.5196406025404044e-13,2.5196406025404044e-13
667ac1826ce22f03fab354c3,FullPilot13,random,absolute-var,absolute-var,844.5244140625,640.0,109.62813781118595,$\beta_P$,beta_ff,2,231.9684909437637,True,1.0,1.0
667ac1826ce22f03fab354c3,FullPilot13,random,absolute-var,absolute-var,605.7451171875,508.0,109.62813781118595,$\beta_V$,beta_ss,2,231.9684909437637,True,1.0,1.0
667ac1826ce22f03fab354c3,FullPilot13,random,absolute-var,absolute,427.30023193359375,640.0,135.83293695091425,$\beta_P$,beta_ff,2,284.3780892232203,True,1.2802812486630851e-26,1.2802812486630851e-26
667ac1826ce22f03fab354c3,FullPilot13,random,absolute-var,absolute,411.310546875,508.0,135.83293695091425,$\beta_V$,beta_ss,2,284.3780892232203,True,1.2802812486630851e-26,1.2802812486630851e-26
667ac1826ce22f03fab354c3,FullPilot13,random,absolute,absolute-var,190.66710186983084,88.0,99.03308397467187,$\beta_P$,beta_ff,2,210.77838327073553,True,0.9999999999984299,0.9999999999984299
667ac1826ce22f03fab354c3,FullPilot13,random,absolute,absolute-var,450.55025473720906,837.0,99.03308397467187,$\beta_V$,beta_ss,2,210.77838327073553,True,0.9999999999984299,0.9999999999984299
667ac1826ce22f03fab354c3,FullPilot13,random,absolute,absolute,43.08883024866009,88.0,109.02009083943776,$\beta_P$,beta_ff,2,230.7523970002673,True,1.5701222348007179e-12,1.5701222348007179e-12
667ac1826ce22f03fab354c3,FullPilot13,random,absolute,absolute,192.22763363800186,837.0,109.02009083943776,$\beta_V$,beta_ss,2,230.7523970002673,True,1.5701222348007179e-12,1.5701222348007179e-12
6637f4d0a76556e2a39063f4,FullPilot13,perceptual,absolute-var,absolute-var,329.36879624053836,545.0,112.52987718788772,$\beta_P$,beta_ff,2,237.77196969716724,True,1.0,1.0
6637f4d0a76556e2a39063f4,FullPilot13,perceptual,absolute-var,absolute-var,538.745473706862,764.0,112.52987718788772,$\beta_V$,beta_ss,2,237.77196969716724,True,1.0,1.0
6637f4d0a76556e2a39063f4,FullPilot13,perceptual,absolute-var,absolute,255.373046875,545.0,132.6935911158024,$\beta_P$,beta_ff,2,278.0993975529966,True,2.2621704713687605e-21,2.2621704713687605e-21
6637f4d0a76556e2a39063f4,FullPilot13,perceptual,absolute-var,absolute,936.625,764.0,132.6935911158024,$\beta_V$,beta_ss,2,278.0993975529966,True,2.2621704713687605e-21,2.2621704713687605e-21
6637f4d0a76556e2a39063f4,FullPilot13,perceptual,absolute,absolute-var,264.441266270238,14.0,104.06672230074375,$\beta_P$,beta_ff,2,220.8456599228793,True,1.0,1.0
6637f4d0a76556e2a39063f4,FullPilot13,perceptual,absolute,absolute-var,584.9675775178475,27.0,104.06672230074375,$\beta_V$,beta_ss,2,220.8456599228793,True,1.0,1.0
6637f4d0a76556e2a39063f4,FullPilot13,perceptual,absolute,absolute,17.051193347433582,14.0,123.95038202623155,$\beta_P$,beta_ff,2,260.6129793738549,True,3.979330497328316e-21,3.979330497328316e-21
6637f4d0a76556e2a39063f4,FullPilot13,perceptual,absolute,absolute,441.2454539272003,27.0,123.95038202623155,$\beta_V$,beta_ss,2,260.6129793738549,True,3.979330497328316e-21,3.979330497328316e-21
63b18d94775ad4aad221103c,FullPilot13,value,absolute-var,absolute-var,727.3839396834373,544.0,110.57585826562679,$\beta_P$,beta_ff,2,233.86393185264538,True,1.0,1.0
63b18d94775ad4aad221103c,FullPilot13,value,absolute-var,absolute-var,183.77509778738022,122.0,110.57585826562679,$\beta_V$,beta_ss,2,233.86393185264538,True,1.0,1.0
63b18d94775ad4aad221103c,FullPilot13,value,absolute-var,absolute,865.3785800933838,544.0,126.81838454528977,$\beta_P$,beta_ff,2,266.34898441197134,True,5.760041937467951e-18,5.760041937467951e-18
63b18d94775ad4aad221103c,FullPilot13,value,absolute-var,absolute,456.46201491355896,122.0,126.81838454528977,$\beta_V$,beta_ss,2,266.34898441197134,True,5.760041937467951e-18,5.760041937467951e-18
63b18d94775ad4aad221103c,FullPilot13,value,absolute,absolute-var,517.4987115859985,315.0,99.3005482953924,$\beta_P$,beta_ff,2,211.3133119121766,True,0.999999999997506,0.999999999997506
63b18d94775ad4aad221103c,FullPilot13,value,absolute,absolute-var,895.6930718421936,737.0,99.3005482953924,$\beta_V$,beta_ss,2,211.3133119121766,True,0.999999999997506,0.999999999997506
63b18d94775ad4aad221103c,FullPilot13,value,absolute,absolute,156.75287591363303,315.0,109.05619461636797,$\beta_P$,beta_ff,2,230.82460455412775,True,2.4939668629718253e-12,2.4939668629718253e-12
63b18d94775ad4aad221103c,FullPilot13,value,absolute,absolute,348.58671080414206,737.0,109.05619461636797,$\beta_V$,beta_ss,2,230.82460455412775,True,2.4939668629718253e-12,2.4939668629718253e-12
66ad3db205eb0c54c153a291,FullPilot13,combined,absolute-var,absolute-var,544.0864408016205,715.0,103.56782602303524,$\beta_P$,beta_ff,2,219.84786736746227,True,1.0,1.0
66ad3db205eb0c54c153a291,FullPilot13,combined,absolute-var,absolute-var,171.85680413246155,327.0,103.56782602303524,$\beta_V$,beta_ss,2,219.84786736746227,True,1.0,1.0
66ad3db205eb0c54c153a291,FullPilot13,combined,absolute-var,absolute,958.06640625,715.0,122.17803893831874,$\beta_P$,beta_ff,2,257.06829319802927,True,5.0568394333977795e-20,5.0568394333977795e-20
66ad3db205eb0c54c153a291,FullPilot13,combined,absolute-var,absolute,237.830078125,327.0,122.17803893831874,$\beta_V$,beta_ss,2,257.06829319802927,True,5.0568394333977795e-20,5.0568394333977795e-20
66ad3db205eb0c54c153a291,FullPilot13,combined,absolute,absolute-var,538.984375,594.0,108.74350512214744,$\beta_P$,beta_ff,2,230.19922556568667,True,0.9999999999999991,0.9999999999999991
66ad3db205eb0c54c153a291,FullPilot13,combined,absolute,absolute-var,165.708984375,249.0,108.74350512214744,$\beta_V$,beta_ss,2,230.19922556568667,True,0.9999999999999991,0.9999999999999991
66ad3db205eb0c54c153a291,FullPilot13,combined,absolute,absolute,919.6558817565092,594.0,122.48594361581218,$\beta_P$,beta_ff,2,257.68410255301615,True,8.590273605086238e-16,8.590273605086238e-16
66ad3db205eb0c54c153a291,FullPilot13,combined,absolute,absolute,336.17933457915206,249.0,122.48594361581218,$\beta_V$,beta_ss,2,257.68410255301615,True,8.590273605086238e-16,8.590273605086238e-16
62b4ef82055cec7135502ada,FullPilot12,random,absolute-var,absolute-var,156.30306378076784,245.0,111.86994322576925,$\beta_P$,beta_ff,2,236.4521017729303,True,0.9999999999999991,0.9999999999999991
62b4ef82055cec7135502ada,FullPilot12,random,absolute-var,absolute-var,588.8040652936324,470.0,111.86994322576925,$\beta_V$,beta_ss,2,236.4521017729303,True,0.9999999999999991,0.9999999999999991
62b4ef82055cec7135502ada,FullPilot12,random,absolute-var,absolute,141.00872802734375,245.0,125.65925074712702,$\beta_P$,beta_ff,2,264.0307168156458,True,7.785103391933337e-16,7.785103391933337e-16
62b4ef82055cec7135502ada,FullPilot12,random,absolute-var,absolute,252.05328369140625,470.0,125.65925074712702,$\beta_V$,beta_ss,2,264.0307168156458,True,7.785103391933337e-16,7.785103391933337e-16
62b4ef82055cec7135502ada,FullPilot12,random,absolute,absolute-var,274.23222383111715,121.0,98.89948162973329,$\beta_P$,beta_ff,2,210.51117858085837,True,0.9999999295521095,0.9999999295521095
62b4ef82055cec7135502ada,FullPilot12,random,absolute,absolute-var,532.3750932589173,366.0,98.89948162973329,$\beta_V$,beta_ss,2,210.51117858085837,True,0.9999999295521095,0.9999999295521095
62b4ef82055cec7135502ada,FullPilot12,random,absolute,absolute,7.944091796875,121.0,103.53075090787718,$\beta_P$,beta_ff,2,219.77371713714615,True,7.044789064313722e-08,7.044789064313722e-08
62b4ef82055cec7135502ada,FullPilot12,random,absolute,absolute,834.412841796875,366.0,103.53075090787718,$\beta_V$,beta_ss,2,219.77371713714615,True,7.044789064313722e-08,7.044789064313722e-08
58c42d725866f200017c5deb,FullPilot12,perceptual,absolute-var,absolute-var,234.56361389160156,152.0,117.04723618143808,$\beta_P$,beta_ff,2,246.80668768426796,True,1.0,1.0
58c42d725866f200017c5deb,FullPilot12,perceptual,absolute-var,absolute-var,454.94715881347656,288.0,117.04723618143808,$\beta_V$,beta_ss,2,246.80668768426796,True,1.0,1.0
58c42d725866f200017c5deb,FullPilot12,perceptual,absolute-var,absolute,63.71002197265625,152.0,144.00024831035873,$\beta_P$,beta_ff,2,300.71271194210925,True,2.8669217520986e-27,2.8669217520986e-27
58c42d725866f200017c5deb,FullPilot12,perceptual,absolute-var,absolute,586.1767883300781,288.0,144.00024831035873,$\beta_V$,beta_ss,2,300.71271194210925,True,2.8669217520986e-27,2.8669217520986e-27
58c42d725866f200017c5deb,FullPilot12,perceptual,absolute,absolute-var,910.1111368238926,885.0,104.44766936496569,$\beta_P$,beta_ff,2,221.60755405132318,True,0.9999999999197793,0.9999999999197793
58c42d725866f200017c5deb,FullPilot12,perceptual,absolute,absolute-var,995.127825319767,948.0,104.44766936496569,$\beta_V$,beta_ss,2,221.60755405132318,True,0.9999999999197793,0.9999999999197793
58c42d725866f200017c5deb,FullPilot12,perceptual,absolute,absolute,340.56999111175537,885.0,112.46786270813475,$\beta_P$,beta_ff,2,237.6479407376613,True,8.022061413968706e-11,8.022061413968706e-11
58c42d725866f200017c5deb,FullPilot12,perceptual,absolute,absolute,626.1419591903687,948.0,112.46786270813475,$\beta_V$,beta_ss,2,237.6479407376613,True,8.022061413968706e-11,8.022061413968706e-11
5e2b3e22a8f85318c2429121,FullPilot12,random,absolute-var,absolute-var,397.97962284088135,676.0,118.10581521707567,$\beta_P$,beta_ff,2,248.92384575554314,True,1.0,1.0
5e2b3e22a8f85318c2429121,FullPilot12,random,absolute-var,absolute-var,246.81095123291016,526.0,118.10581521707567,$\beta_V$,beta_ss,2,248.92384575554314,True,1.0,1.0
5e2b3e22a8f85318c2429121,FullPilot12,random,absolute-var,absolute,887.2315557603142,676.0,139.22336979149543,$\beta_P$,beta_ff,2,291.15895490438265,True,3.357607067477072e-22,3.357607067477072e-22
5e2b3e22a8f85318c2429121,FullPilot12,random,absolute-var,absolute,448.5765441416297,526.0,139.22336979149543,$\beta_V$,beta_ss,2,291.15895490438265,True,3.357607067477072e-22,3.357607067477072e-22
5e2b3e22a8f85318c2429121,FullPilot12,random,absolute,absolute-var,892.9626903533936,952.0,100.70046185333345,$\beta_P$,beta_ff,2,214.1131390280587,True,0.999999999999994,0.999999999999994
5e2b3e22a8f85318c2429121,FullPilot12,random,absolute,absolute-var,181.962308883667,202.0,100.70046185333345,$\beta_V$,beta_ss,2,214.1131390280587,True,0.999999999999994,0.999999999999994
5e2b3e22a8f85318c2429121,FullPilot12,random,absolute,absolute,722.6741908270233,952.0,113.48032170715571,$\beta_P$,beta_ff,2,239.67285873570322,True,5.889686519559518e-15,5.889686519559518e-15
5e2b3e22a8f85318c2429121,FullPilot12,random,absolute,absolute,127.84156967901436,202.0,113.48032170715571,$\beta_V$,beta_ss,2,239.67285873570322,True,5.889686519559518e-15,5.889686519559518e-15
65e0ef2a74037d1530a40cca,FullPilot12,combined,absolute-var,absolute-var,249.1023302078247,511.0,120.18019028782723,$\beta_P$,beta_ff,2,253.07259589704626,True,1.0,1.0
65e0ef2a74037d1530a40cca,FullPilot12,combined,absolute-var,absolute-var,458.9883613586426,840.0,120.18019028782723,$\beta_V$,beta_ss,2,253.07259589704626,True,1.0,1.0
65e0ef2a74037d1530a40cca,FullPilot12,combined,absolute-var,absolute,17.0810546875,511.0,143.82996476880567,$\beta_P$,beta_ff,2,300.37214485900313,True,2.121151095330985e-24,2.121151095330985e-24
65e0ef2a74037d1530a40cca,FullPilot12,combined,absolute-var,absolute,628.1611328125,840.0,143.82996476880567,$\beta_V$,beta_ss,2,300.37214485900313,True,2.121151095330985e-24,2.121151095330985e-24
65e0ef2a74037d1530a40cca,FullPilot12,combined,absolute,absolute-var,898.8893432617188,833.0,99.84214268685946,$\beta_P$,beta_ff,2,212.39650069511072,True,1.0,1.0
65e0ef2a74037d1530a40cca,FullPilot12,combined,absolute,absolute-var,435.2018013000488,438.0,99.84214268685946,$\beta_V$,beta_ss,2,212.39650069511072,True,1.0,1.0
65e0ef2a74037d1530a40cca,FullPilot12,combined,absolute,absolute,847.813720703125,833.0,119.23562125343537,$\beta_P$,beta_ff,2,251.18345782826253,True,1.0606594244349216e-20,1.0606594244349216e-20
65e0ef2a74037d1530a40cca,FullPilot12,combined,absolute,absolute,639.8259887695312,438.0,119.23562125343537,$\beta_V$,beta_ss,2,251.18345782826253,True,1.0606594244349216e-20,1.0606594244349216e-20
65d54b3b524fcafb543d1b23,FullPilot13,random,absolute-var,absolute-var,152.24528884887695,460.0,113.32645563152214,$\beta_P$,beta_ff,2,239.36512658443607,True,1.0,1.0
65d54b3b524fcafb543d1b23,FullPilot13,random,absolute-var,absolute-var,367.2532539367676,697.0,113.32645563152214,$\beta_V$,beta_ss,2,239.36512658443607,True,1.0,1.0
65d54b3b524fcafb543d1b23,FullPilot13,random,absolute-var,absolute,613.0546875,460.0,135.86423264584994,$\beta_P$,beta_ff,2,284.4406806130917,True,1.9608317611005858e-23,1.9608317611005858e-23
65d54b3b524fcafb543d1b23,FullPilot13,random,absolute-var,absolute,858.1689453125,697.0,135.86423264584994,$\beta_V$,beta_ss,2,284.4406806130917,True,1.9608317611005858e-23,1.9608317611005858e-23
65d54b3b524fcafb543d1b23,FullPilot13,random,absolute,absolute-var,755.9872436523438,716.0,103.10439954872365,$\beta_P$,beta_ff,2,218.9210144188391,True,0.9999999999984888,0.9999999999984888
65d54b3b524fcafb543d1b23,FullPilot13,random,absolute,absolute-var,217.485107421875,198.0,103.10439954872365,$\beta_V$,beta_ss,2,218.9210144188391,True,0.9999999999984888,0.9999999999984888
65d54b3b524fcafb543d1b23,FullPilot13,random,absolute,absolute,958.06640625,716.0,113.11049622811967,$\beta_P$,beta_ff,2,238.93320777763114,True,1.5113054951517555e-12,1.5113054951517555e-12
65d54b3b524fcafb543d1b23,FullPilot13,random,absolute,absolute,237.830078125,198.0,113.11049622811967,$\beta_V$,beta_ss,2,238.93320777763114,True,1.5113054951517555e-12,1.5113054951517555e-12
5e65c5b41e30883349a25a61,FullPilot13,value,absolute-var,absolute-var,641.339417219162,883.0,102.22770076310732,$\beta_P$,beta_ff,2,217.16761684760644,True,1.0,1.0
5e65c5b41e30883349a25a61,FullPilot13,value,absolute-var,absolute-var,180.85921096801758,153.0,102.22770076310732,$\beta_V$,beta_ss,2,217.16761684760644,True,1.0,1.0
5e65c5b41e30883349a25a61,FullPilot13,value,absolute-var,absolute,721.6779479980469,883.0,128.15987477626476,$\beta_P$,beta_ff,2,269.0319648739213,True,2.2085363972649045e-26,2.2085363972649045e-26
5e65c5b41e30883349a25a61,FullPilot13,value,absolute-var,absolute,175.1428985595703,153.0,128.15987477626476,$\beta_V$,beta_ss,2,269.0319648739213,True,2.2085363972649045e-26,2.2085363972649045e-26
5e65c5b41e30883349a25a61,FullPilot13,value,absolute,absolute-var,335.54162776470184,733.0,111.81996444623014,$\beta_P$,beta_ff,2,236.35214421385209,True,0.9999999989123205,0.9999999989123205
5e65c5b41e30883349a25a61,FullPilot13,value,absolute,absolute-var,868.7797490954399,930.0,111.81996444623014,$\beta_V$,beta_ss,2,236.35214421385209,True,0.9999999989123205,0.9999999989123205
5e65c5b41e30883349a25a61,FullPilot13,value,absolute,absolute,613.0546875,733.0,118.53664711459824,$\beta_P$,beta_ff,2,249.78550955058827,True,1.0876795628530632e-09,1.0876795628530632e-09
5e65c5b41e30883349a25a61,FullPilot13,value,absolute,absolute,858.65625,930.0,118.53664711459824,$\beta_V$,beta_ss,2,249.78550955058827,True,1.0876795628530632e-09,1.0876795628530632e-09
5a4245ef7aebf70001152ee6,FullPilot13,random,absolute-var,absolute-var,240.58629583097445,184.0,124.37392895971493,$\beta_P$,beta_ff,2,261.46007324082166,True,1.0,1.0
5a4245ef7aebf70001152ee6,FullPilot13,random,absolute-var,absolute-var,937.2400900817283,592.0,124.37392895971493,$\beta_V$,beta_ss,2,261.46007324082166,True,1.0,1.0
5a4245ef7aebf70001152ee6,FullPilot13,random,absolute-var,absolute,8.636978149414062,184.0,151.1782975521375,$\beta_P$,beta_ff,2,315.0688104256668,True,3.8594549425733085e-27,3.8594549425733085e-27
5a4245ef7aebf70001152ee6,FullPilot13,random,absolute-var,absolute,681.7553687095642,592.0,151.1782975521375,$\beta_V$,beta_ss,2,315.0688104256668,True,3.8594549425733085e-27,3.8594549425733085e-27
5a4245ef7aebf70001152ee6,FullPilot13,random,absolute,absolute-var,612.864135695796,933.0,124.62920149341821,$\beta_P$,beta_ff,2,261.9706183082282,True,0.9997224598817934,0.9997224598817934
5a4245ef7aebf70001152ee6,FullPilot13,random,absolute,absolute-var,291.9761545979418,648.0,124.62920149341821,$\beta_V$,beta_ss,2,261.9706183082282,True,0.9997224598817934,0.9997224598817934
5a4245ef7aebf70001152ee6,FullPilot13,random,absolute,absolute,801.6801414859547,933.0,125.12090827990258,$\beta_P$,beta_ff,2,262.95403188119695,True,0.00027754011820663204,0.00027754011820663204
5a4245ef7aebf70001152ee6,FullPilot13,random,absolute,absolute,414.4785119300286,648.0,125.12090827990258,$\beta_V$,beta_ss,2,262.95403188119695,True,0.00027754011820663204,0.00027754011820663204
6646731363eb9f583aa62e05,FullPilot12,value,absolute-var,absolute-var,75.74606704711914,29.0,105.85135236292214,$\beta_P$,beta_ff,2,224.41492004723608,True,1.0,1.0
6646731363eb9f583aa62e05,FullPilot12,value,absolute-var,absolute-var,235.19939422607422,42.0,105.85135236292214,$\beta_V$,beta_ss,2,224.41492004723608,True,1.0,1.0
6646731363eb9f583aa62e05,FullPilot12,value,absolute-var,absolute,246.87567138671875,29.0,133.34954552083747,$\beta_P$,beta_ff,2,279.4113063630667,True,9.635574523862564e-28,9.635574523862564e-28
6646731363eb9f583aa62e05,FullPilot12,value,absolute-var,absolute,900.8385620117188,42.0,133.34954552083747,$\beta_V$,beta_ss,2,279.4113063630667,True,9.635574523862564e-28,9.635574523862564e-28
6646731363eb9f583aa62e05,FullPilot12,value,absolute,absolute-var,552.2492609061301,282.0,94.81028326489748,$\beta_P$,beta_ff,2,202.33278185118675,True,1.0,1.0
6646731363eb9f583aa62e05,FullPilot12,value,absolute,absolute-var,953.5063605830073,638.0,94.81028326489748,$\beta_V$,beta_ss,2,202.33278185118675,True,1.0,1.0
6646731363eb9f583aa62e05,FullPilot12,value,absolute,absolute,57.37506103515625,282.0,113.28839995283991,$\beta_P$,beta_ff,2,239.28901522707162,True,6.616817872634876e-20,6.616817872634876e-20
6646731363eb9f583aa62e05,FullPilot12,value,absolute,absolute,871.2348022460938,638.0,113.28839995283991,$\beta_V$,beta_ss,2,239.28901522707162,True,6.616817872634876e-20,6.616817872634876e-20
660ea6b5ee7b4979153dc5b8,FullPilot13,perceptual,absolute-var,absolute-var,999.9983163978031,803.0,108.8501170436205,$\beta_P$,beta_ff,2,230.4124494086328,True,1.0,1.0
