"prolificID","session","t","block","choice","outcome","cfoutcome","choseLeft","op1IsLeft","moveTime","fireTime","leftCount","rightCount","ev1","ev2","p1","p2","missedTrial","score","datetime"
"random-2037604819","3","3","0","2","49","43","0","1","582","1032","1","1","62","38","0.231475","0.768525","1","21","2024-01-11 16:25:59"
"random-4339135356","3","0","1","2","22","63","0","1","450","966","1","1","72","28","0.231475","0.645656","0","22","2024-01-11 16:44:17"
"test","1","0","-1","1","0","0","0","0","199","355","0","1","50","50","0.119203","0.231475","1","0","2024-01-12 15:32:59"
"test","1","1","-1","2","0","0","0","1","19","106","0","1","50","50","0.119203","0.832018","0","0","2024-01-12 15:33:02"
"test","1","0","-1","1","5","5","0","0","759","897","0","1","50","50","0.832018","0.231475","0","5","2024-01-12 15:35:08"
"test","1","0","-1","1","5","5","0","0","419","559","4","5","50","50","0.880797","0.832018","0","5","2024-01-12 15:36:16"
"test","1","1","-1","1","5","5","0","1","560","724","1","0","50","50","0.354344","0.354344","1","5","2024-01-12 15:36:20"
"test","1","0","-1","1","5","5","0","0","150","832","1","2","50","50","0.768525","0.119203","1","0","2024-01-12 16:06:26"
"test","1","1","-1","2","5","5","0","1","316","583","0","1","50","50","0.880797","0.832018","0","5","2024-01-12 16:06:30"
"test","1","2","-1","1","5","5","0","0","500","633","0","1","50","50","0.832018","0.354344","0","10","2024-01-12 16:06:34"
"test","1","3","-1","2","5","5","0","1","17","150","0","1","50","50","0.768525","0.880797","0","15","2024-01-12 16:06:38"
"test","2","0","0","2","47","60","0","1","633","983","0","1","62","38","1","1","0","47","2024-01-12 16:07:06"
"test","2","1","1","2","42","47","0","0","533","883","1","0","72","28","1","1","0","89","2024-01-12 16:07:11"
"test","2","2","1","1","50","56","0","0","16","782","0","1","72","28","1","1","0","139","2024-01-12 16:07:16"
"test","2","3","0","1","70","87","0","1","299","599","1","0","62","38","1","1","0","209","2024-01-12 16:07:20"
"test","3","0","1","2","37","64","0","0","782","1315","1","0","72","28","0.549834","0.768525","0","0","2024-01-12 16:07:48"
"test","3","1","0","1","31","24","0","1","783","900","1","0","62","38","0.450166","0.167982","1","0","2024-01-12 16:07:53"
"test","3","2","1","1","56","47","0","0","583","783","0","1","72","28","0.880797","0.231475","0","56","2024-01-12 16:07:57"
"test","3","3","0","2","53","72","0","1","666","782","0","1","62","38","0.354344","0.167982","0","56","2024-01-12 16:08:01"
"test","1","0","-1","0","0","0","0","0","3867","3867","10","9","50","50","0.549834","0.832018","1","0","2024-01-12 16:50:06"
"test","1","1","-1","1","5","5","0","0","66","400","2","2","50","50","0.880797","0.167982","0","5","2024-01-12 16:50:10"
"test","1","2","-1","2","5","5","0","1","733","850","0","1","50","50","0.354344","0.768525","0","10","2024-01-12 16:50:15"
"test","1","3","-1","1","5","5","0","1","416","600","1","0","50","50","0.119203","0.549834","0","15","2024-01-12 16:50:19"
"random-193312898","1","0","-1","1","5","5","0","1","430","933","1","1","50","50","0.450166","0.450166","0","5","2024-01-15 08:45:48"
"random-193312898","1","1","-1","1","5","5","0","1","550","732","1","0","50","50","0.549834","0.231475","0","10","2024-01-15 08:45:52"
"random-193312898","1","2","-1","1","5","5","0","0","900","1101","0","1","50","50","0.645656","0.450166","0","15","2024-01-15 08:45:57"
"random-193312898","1","3","-1","2","5","5","0","1","398","632","0","1","50","50","0.768525","0.768525","0","20","2024-01-15 08:46:01"
"random-193312898","2","0","0","1","19","46","0","1","617","850","1","0","62","38","1","1","0","19","2024-01-15 08:46:17"
"random-193312898","2","1","1","2","30","59","0","1","318","500","0","1","72","28","1","1","0","49","2024-01-15 08:46:22"
"random-193312898","2","2","0","2","75","20","0","1","282","934","0","1","62","38","1","1","0","124","2024-01-15 08:46:27"
"random-193312898","2","3","1","1","46","68","0","0","1332","2129","1","2","72","28","1","1","0","170","2024-01-15 08:46:32"
"test","1","0","-1","2","5","5","0","1","683","1334","1","2","50","50","0.231475","0.832018","0","0","2024-01-15 12:41:51"
"test","3","0","1","2","51","89","0","1","759","1447","1","2","72","28","0.354344","0.880797","1","0","2024-01-17 17:13:55"
"test","3","0","0","1","31","46","0","1","240","791","1","1","62","38","0.832018","0.354344","1","0","2024-01-17 17:14:25"
"test","3","1","1","2","18","40","0","1","359","1422","1","2","72","28","0.450166","0.167982","1","0","2024-01-17 17:14:30"
"test","3","2","1","2","6","70","0","0","1320","1502","1","0","72","28","0.832018","0.832018","0","6","2024-01-17 17:14:36"
"test","1","0","-1","1","5","5","0","1","419","815","1","1","50","50","0.450166","0.450166","0","5","2024-01-17 17:15:28"
"test","1","0","-1","2","5","5","0","0","359","1850","3","2","50","50","0.549834","0.119203","0","0","2024-01-17 17:36:05"
"test","1","1","-1","1","5","5","0","0","1659","2098","0","1","50","50","0.549834","0.354344","0","5","2024-01-17 17:36:11"
"test","1","0","-1","1","5","5","0","1","16","450","2","1","50","50","0.450166","0.119203","0","5","2024-01-24 14:53:16"
"test","1","1","-1","2","5","5","0","1","267","1200","0","1","50","50","0.354344","0.231475","0","5","2024-01-24 14:53:21"
"test","1","2","-1","2","5","5","0","0","16","850","2","0","50","50","0.832018","0.832018","0","10","2024-01-24 14:53:26"
"test","1","3","-1","1","5","5","0","1","50","516","1","0","50","50","0.549834","0.231475","0","15","2024-01-24 14:53:30"
"test","2","0","0","1","31","45","0","0","1249","2199","0","1","62","38","1","1","0","31","2024-01-24 14:54:23"
"test","2","1","0","2","33","59","0","0","399","1016","1","0","62","38","1","1","0","64","2024-01-24 14:54:28"
"test","2","2","1","2","87","24","0","0","250","1599","1","0","72","28","1","1","0","151","2024-01-24 14:54:34"
"test","2","3","1","2","7","59","0","0","617","1533","1","0","72","28","1","1","0","158","2024-01-24 14:54:39"
"test","0","0","0","2","5","5","0","1","279","614","0","1","1","4","0.12","0.88","0","0","2024-01-29 10:46:00"
"test","0","1","1","2","5","5","0","1","519","1218","0","1","1","4","0.12","0.71","0","0","2024-01-29 10:46:05"
"test","0","2","11","2","5","5","0","1","79","335","0","1","2","2","0.37","0.45","0","5","2024-01-29 10:46:09"
"test","0","3","7","2","5","5","0","1","19","178","0","1","1","4","0.29","0.88","1","5","2024-01-29 10:46:13"
"test","0","4","15","2","5","5","1","0","720","1134","1","1","4","4","0.78","0.88","0","10","2024-01-29 10:46:18"
"test","0","5","10","2","5","5","0","1","399","754","0","1","2","3","0.37","0.63","0","10","2024-01-29 10:46:22"
"test","0","6","14","2","5","5","1","0","1199","1390","1","0","3","4","0.63","0.78","1","10","2024-01-29 10:46:28"
"test","0","7","8","2","5","5","1","0","780","922","1","0","1","4","0.29","0.71","0","15","2024-01-29 10:46:33"
"test","0","8","1","2","5","5","1","0","594698","595234","1","0","1","4","0.12","0.71","0","15","2024-01-29 10:56:31"
"test","0","9","10","2","5","5","0","1","699","895","0","1","2","3","0.37","0.63","0","20","2024-01-29 10:56:36"
"test","0","0","15","2","5","5","0","1","279","697","0","1","4","4","0.78","0.88","0","5","2024-01-29 12:31:55"
"test","0","0","14","1","5","5","0","0","480","1077","1","1","3","4","0.63","0.78","0","5","2024-01-29 15:46:46"
"test","0","1","5","1","5","5","0","0","659","864","0","1","1","3","0.16","0.63","1","5","2024-01-29 15:46:50"
"test","0","2","3","1","5","5","0","0","300","773","0","1","1","1","0.12","0.22","1","5","2024-01-29 15:46:54"
"test","0","3","11","1","5","5","1","1","299","1224","2","1","2","2","0.37","0.45","0","10","2024-01-29 15:46:59"
"test","0","4","15","1","5","5","0","0","799","984","0","1","4","4","0.78","0.88","0","15","2024-01-29 15:47:03"
"test","0","5","9","1","5","5","0","0","259","384","0","1","2","4","0.37","0.84","0","20","2024-01-29 15:47:07"
"test","0","6","0","1","5","5","1","1","899","1024","1","0","1","4","0.12","0.88","0","25","2024-01-29 15:47:11"
"test","0","7","14","1","5","5","1","1","1819","1909","1","0","3","4","0.63","0.78","1","25","2024-01-29 15:47:17"
"test","0","8","0","1","5","5","1","1","939","1136","1","0","1","4","0.12","0.88","0","25","2024-01-29 15:47:21"
"test","0","9","11","2","5","5","1","0","1939","2084","1","0","2","2","0.37","0.45","0","25","2024-01-29 15:47:26"
"test","0","10","7","2","5","5","0","1","380","688","0","1","1","4","0.29","0.88","0","30","2024-01-29 15:47:31"
"test","0","11","1","1","5","5","0","0","200","1912","1","1","1","4","0.12","0.71","1","30","2024-01-29 15:47:36"
"test","0","12","7","1","5","5","1","1","1160","1593","1","0","1","4","0.29","0.88","0","30","2024-01-29 15:47:41"
"test","0","0","14","2","5","5","0","1","1242","1760","0","1","3","4","0.63","0.78","0","5","2024-01-29 15:48:46"
"test","0","1","9","1","5","5","0","0","300","1227","1","2","2","4","0.37","0.84","1","5","2024-01-29 15:48:51"
"test","0","0","9","1","5","5","0","0","680","1075","1","1","2","4","0.37","0.84","0","0","2024-01-29 15:49:23"
"test","0","1","0","1","5","5","1","1","1019","1471","1","1","1","4","0.12","0.88","1","0","2024-01-29 15:49:28"
"test","0","2","13","1","5","5","0","0","1600","1703","0","1","3","3","0.55","0.63","0","0","2024-01-29 15:49:33"
"test","0","0","6","2","5","5","0","1","459","636","0","1","1","2","0.22","0.37","0","5","2024-01-29 15:50:26"
"test","0","1","2","2","5","5","1","0","460","620","1","0","1","2","0.12","0.45","0","5","2024-01-29 15:50:29"
"test","0","2","10","2","5","5","0","1","259","395","0","1","2","3","0.37","0.63","0","5","2024-01-29 15:50:33"
"test","0","0","10","1","5","5","0","0","520","2099","0","1","2","3","0.37","0.63","0","5","2024-01-29 15:51:59"
"test","0","1","2","1","5","5","0","0","620","1035","1","1","1","2","0.12","0.45","0","5","2024-01-29 15:52:04"
"test","0","2","9","1","5","5","1","1","360","1103","2","1","2","4","0.37","0.84","0","5","2024-01-29 15:52:08"
"test","0","3","4","1","5","5","1","1","359","459","1","0","1","4","0.16","0.84","0","5","2024-01-29 15:52:12"
"test","0","4","5","1","5","5","1","1","120","311","1","0","1","3","0.16","0.63","1","5","2024-01-29 15:52:15"
"test","0","0","9","1","5","5","1","1","660","1211","1","1","2","4","0.37","0.84","1","0","2024-01-29 15:53:31"
"test","0","1","6","1","5","5","0","0","440","602","0","1","1","2","0.22","0.37","0","0","2024-01-29 15:53:35"
"test","0","2","10","1","5","5","0","0","140","259","0","1","2","3","0.37","0.63","0","5","2024-01-29 15:53:38"
"test","0","3","11","2","5","5","1","0","220","450","1","0","2","2","0.37","0.45","0","5","2024-01-29 15:53:42"
"test","0","0","8","1","5","5","0","0","659","811","0","1","1","4","0.29","0.71","1","0","2024-01-29 15:54:15"
"test","0","1","4","2","5","5","1","0","340","1291","1","0","1","4","0.16","0.84","0","5","2024-01-29 15:54:19"
"test","0","2","7","1","5","5","0","0","219","371","0","1","1","4","0.29","0.88","0","5","2024-01-29 15:54:23"
"test","0","0","2","2","5","5","1","0","120","1314","2","2","1","2","0.12","0.45","0","5","2024-01-29 15:55:03"
"test","0","1","12","2","5","5","1","0","480","1086","1","1","3","4","0.55","0.88","0","10","2024-01-29 15:55:08"
"test","0","2","8","1","5","5","0","0","279","453","0","1","1","4","0.29","0.71","0","10","2024-01-29 15:55:11"
"test","0","3","6","0","5","5","0","1","1120","0","0","1","1","2","0.22","0.37","1","10","2024-01-29 15:55:24"
"test","0","4","13","2","5","5","0","1","0","361","0","0","3","3","0.55","0.63","0","10","2024-01-29 15:55:28"
"test","0","5","14","1","5","5","0","0","739","877","0","1","3","4","0.63","0.78","1","10","2024-01-29 15:55:34"
"test","0","6","7","2","5","5","0","1","21738","22137","0","1","1","4","0.29","0.88","0","15","2024-01-29 15:56:24"
"test","0","0","11","2","5","5","0","1","420","1649","1","2","2","2","0.37","0.45","0","0","2024-01-29 15:58:27"
"test","0","1","11","2","5","5","1","0","740","1016","1","0","2","2","0.37","0.45","0","0","2024-01-29 15:58:32"
"test","0","2","14","2","5","5","1","0","1020","1164","1","0","3","4","0.63","0.78","0","5","2024-01-29 15:58:36"
"test","0","3","5","1","5","5","0","0","80","200","0","1","1","3","0.16","0.63","1","5","2024-01-29 15:58:40"
"test","0","4","1","1","5","5","0","0","1059","1248","0","1","1","4","0.12","0.71","0","10","2024-01-29 15:58:44"
"test","0","5","6","2","5","5","1","0","139","252","1","0","1","2","0.22","0.37","0","15","2024-01-29 15:58:48"
"test","0","6","7","1","5","5","0","0","759","1388","1","1","1","4","0.29","0.88","1","15","2024-01-29 15:58:53"
"test","0","0","8","1","5","5","0","0","520","902","1","1","1","4","0.29","0.71","0","0","2024-01-29 15:59:42"
"test","0","1","2","1","5","5","0","0","260","466","0","1","1","2","0.12","0.45","0","0","2024-01-29 15:59:45"
"test","0","2","8","1","5","5","0","0","939","1282","0","1","1","4","0.29","0.71","1","0","2024-01-29 15:59:50"
"test","0","3","11","2","5","5","0","1","320","1266","0","1","2","2","0.37","0.45","0","5","2024-01-29 15:59:56"
"test","0","4","2","1","5","5","1","1","200","825","1","0","1","2","0.12","0.45","1","5","2024-01-29 16:00:03"
"test","0","5","4","1","5","5","0","0","1199","1436","0","1","1","4","0.16","0.84","1","5","2024-01-29 16:00:07"
"test","0","0","4","2","5","5","0","1","500","1074","1","1","1","4","0.16","0.84","0","5","2024-01-29 16:03:19"
"test","0","1","11","1","5","5","1","1","460","703","1","0","2","2","0.37","0.45","1","5","2024-01-29 16:03:24"
"test","0","2","8","2","5","5","1","0","1899","2530","2","1","1","4","0.29","0.71","0","10","2024-01-29 16:03:30"
"test","0","3","1","2","5","5","0","1","139","306","0","1","1","4","0.12","0.71","0","15","2024-01-29 16:03:33"
"test","0","4","2","1","5","5","1","1","120","242","1","0","1","2","0.12","0.45","1","15","2024-01-29 16:03:37"
"test","0","0","10","2","5","5","1","0","420","693","1","0","2","3","0.37","0.63","1","0","2024-01-29 16:07:03"
"test","0","1","14","2","5","5","0","1","260","496","0","1","3","4","0.63","0.78","0","0","2024-01-29 16:07:07"
"test","0","2","5","1","5","5","0","0","159","290","0","1","1","3","0.16","0.63","0","5","2024-01-29 16:07:10"
"test","0","3","7","1","5","5","0","0","199","364","0","1","1","4","0.29","0.88","0","5","2024-01-29 16:07:14"
"test","0","4","8","1","5","5","1","1","940","1280","1","0","1","4","0.29","0.71","1","5","2024-01-29 16:07:19"
"test","0","5","4","1","5","5","0","0","939","1196","0","1","1","4","0.16","0.84","0","5","2024-01-29 16:07:23"
"test","0","0","7","1","5","5","1","1","420","1201","1","1","1","4","0.29","0.88","1","0","2024-01-29 16:09:58"
"test","0","0","12","2","5","5","0","1","439","623","0","1","3","4","0.55","0.88","0","5","2024-01-29 16:10:27"
"test","0","1","8","1","5","5","0","0","439","647","0","1","1","4","0.29","0.71","1","5","2024-01-29 16:10:33"
"test","0","0","15","1","5","5","1","1","800","1246","1","0","4","4","0.78","0.88","0","5","2024-01-29 16:10:46"
"test","0","1","0","1","5","5","1","1","479","803","1","0","1","4","0.12","0.88","1","5","2024-01-29 16:10:52"
"test","0","0","14","1","5","5","0","0","460","1474","1","2","3","4","0.63","0.78","0","0","2024-01-29 16:11:44"
"test","0","0","10","1","5","5","0","0","480","1048","1","1","2","3","0.37","0.63","0","0","2024-01-29 16:12:23"
"test","0","0","4","1","5","5","1","1","620","847","1","0","1","4","0.16","0.84","1","0","2024-01-29 16:12:55"
"test","0","0","10","1","5","5","0","0","620","791","0","1","2","3","0.37","0.63","1","0","2024-01-29 16:13:42"
"test","0","0","15","1","5","5","0","0","499","1669","1","1","4","4","0.78","0.88","0","5","2024-01-29 16:14:08"
"test","0","1","1","1","5","5","0","0","259","445","0","1","1","4","0.12","0.71","0","5","2024-01-29 16:14:13"
"test","0","0","5","1","5","5","1","1","519","917","1","1","1","3","0.16","0.63","0","0","2024-01-29 16:14:55"
"test","0","0","15","1","5","5","0","0","521","943","1","1","4","4","0.78","0.88","0","5","2024-01-29 16:19:21"
"test","0","1","13","1","5","5","1","1","839","951","1","0","3","3","0.55","0.63","0","10","2024-01-29 16:19:25"
"test","0","2","4","1","5","5","0","0","879","1079","0","1","1","4","0.16","0.84","0","10","2024-01-29 16:19:30"
"test","0","0","4","1","5","5","0","0","879","1586","0","1","1","4","0.16","0.84","0","0","2024-01-29 16:21:49"
"test","0","0","13","2","5","5","0","1","659","1791","1","2","3","3","0.55","0.63","0","5","2024-01-29 16:22:54"
"test","0","1","6","1","5","5","1","1","199","303","1","0","1","2","0.22","0.37","0","10","2024-01-29 16:22:57"
"test","0","2","5","1","5","5","0","0","399","1146","1","1","1","3","0.16","0.63","0","10","2024-01-29 16:23:02"
"test","0","0","11","1","5","5","0","0","683","1023","1","1","2","2","0.37","0.45","0","0","2024-01-29 16:23:21"
"test","0","0","11","2","5","5","0","1","660","949","0","1","2","2","0.37","0.45","0","5","2024-01-29 16:27:29"
"test","0","1","5","1","5","5","1","1","460","658","1","0","1","3","0.16","0.63","1","5","2024-01-29 16:27:35"
"test","0","0","6","1","5","5","1","1","760","919","1","0","1","2","0.22","0.37","0","0","2024-01-29 16:30:19"
"test","0","0","6","1","5","5","0","0","1139","1373","0","1","1","2","0.22","0.37","0","5","2024-01-29 16:35:21"
"test","0","1","3","1","5","5","0","0","979","1064","0","1","1","1","0.12","0.22","0","5","2024-01-29 16:35:29"
"test","0","0","6","1","5","5","0","0","479","738","0","1","1","2","0.22","0.37","1","0","2024-01-29 16:36:03"
"test","0","0","3","1","5","5","1","1","900","1055","1","0","1","1","0.12","0.22","0","0","2024-01-29 16:38:01"
"test","0","0","8","1","5","5","1","1","1180","1312","1","0","1","4","0.29","0.71","0","5","2024-01-29 16:42:52"
"test","0","1","7","1","5","5","1","1","260","392","1","0","1","4","0.29","0.88","0","10","2024-01-29 16:42:56"
"test","0","2","15","2","5","5","1","0","419","955","1","0","4","4","0.78","0.88","0","15","2024-01-29 16:43:00"
"test","0","0","2","2","5","5","0","1","580","735","0","1","1","2","0.12","0.45","1","0","2024-01-29 16:45:39"
"test","0","0","5","1","5","5","1","1","919","1303","1","0","1","3","0.16","0.63","1","0","2024-01-29 16:46:40"
"test","0","1","3","1","5","5","0","0","179","1943","1","2","1","1","0.12","0.22","0","0","2024-01-29 16:46:46"
"test","0","2","4","1","5","5","0","0","240","623","0","1","1","4","0.16","0.84","0","0","2024-01-29 16:46:50"
"test","0","3","2","1","5","5","1","1","939","1051","1","0","1","2","0.12","0.45","1","0","2024-01-29 16:46:56"
"test","0","4","10","1","5","5","1","1","1260","2051","2","1","2","3","0.37","0.63","0","0","2024-01-29 16:47:02"
"test","0","0","8","1","5","5","0","0","399","1785","2","2","1","4","0.29","0.71","0","5","2024-01-29 16:49:43"
"test","0","1","15","2","5","5","0","1","679","797","0","1","4","4","0.78","0.88","0","10","2024-01-29 16:49:47"
"test","0","2","1","1","5","5","1","1","360","504","1","0","1","4","0.12","0.71","0","10","2024-01-29 16:49:51"
"test","0","3","10","1","5","5","1","1","660","940","1","0","2","3","0.37","0.63","0","10","2024-01-29 16:49:55"
"test","0","0","7","1","5","5","1","1","101","444","1","0","1","4","0.29","0.88","0","0","2024-01-29 16:51:10"
"test","0","1","5","1","5","5","1","1","700","808","1","0","1","3","0.16","0.63","1","0","2024-01-29 16:51:14"
"test","0","2","10","1","5","5","1","1","1219","1556","1","0","2","3","0.37","0.63","0","5","2024-01-29 16:51:19"
"test","0","3","6","1","5","5","1","1","400","508","1","0","1","2","0.22","0.37","0","5","2024-01-29 16:51:22"
"test","0","0","11","2","5","5","1","0","461","648","1","0","2","2","0.37","0.45","1","0","2024-01-29 16:52:32"
"test","0","1","5","1","5","5","0","0","320","564","0","1","1","3","0.16","0.63","0","0","2024-01-29 16:52:35"
"test","0","0","15","1","5","5","0","0","500","1471","0","1","4","4","0.78","0.88","0","5","2024-01-29 16:52:59"
"test","0","1","5","1","5","5","0","0","379","507","0","1","1","3","0.16","0.63","0","5","2024-01-29 16:53:02"
"test","0","0","7","1","5","5","1","1","620","903","1","0","1","4","0.29","0.88","0","5","2024-01-29 16:53:39"
"test","0","1","2","1","5","5","0","0","139","294","0","1","1","2","0.12","0.45","1","5","2024-01-29 16:53:43"
"test","0","2","15","1","5","5","0","0","979","1042","0","1","4","4","0.78","0.88","0","5","2024-01-29 16:53:47"
"test","0","3","14","1","5","5","0","0","679","750","0","1","3","4","0.63","0.78","0","10","2024-01-29 16:53:51"
"test","0","4","6","1","5","5","1","1","280","506","1","0","1","2","0.22","0.37","0","10","2024-01-29 16:53:55"
"test","0","5","7","1","5","5","0","0","780","910","0","1","1","4","0.29","0.88","0","10","2024-01-29 16:53:59"
"test","0","6","1","0","5","5","0","1","0","0","0","0","1","4","0.12","0.71","1","10","2024-01-29 16:54:27"
"test","0","7","11","1","5","5","1","1","1039","1156","1","0","2","2","0.37","0.45","0","10","2024-01-29 16:54:31"
"test","0","0","4","1","5","5","0","0","519","627","0","1","1","4","0.16","0.84","0","0","2024-01-29 16:58:46"
"test","0","1","12","1","5","5","1","1","859","1147","1","0","3","4","0.55","0.88","0","5","2024-01-29 16:58:50"
"test","0","2","2","1","5","5","0","0","780","1040","0","1","1","2","0.12","0.45","0","5","2024-01-29 16:58:54"
"test","0","3","13","1","5","5","1","1","1139","1454","1","1","3","3","0.55","0.63","0","10","2024-01-29 16:58:59"
"test","0","4","14","1","5","5","1","1","479","1179","2","1","3","4","0.63","0.78","0","15","2024-01-29 16:59:03"
"test","0","5","14","1","5","5","0","0","500","715","0","1","3","4","0.63","0.78","0","20","2024-01-29 16:59:07"
"test","0","6","13","1","5","5","0","0","419","571","0","1","3","3","0.55","0.63","0","20","2024-01-29 16:59:11"
"test","0","7","6","1","5","5","1","1","1159","1282","1","0","1","2","0.22","0.37","1","20","2024-01-29 16:59:16"
"test","0","8","2","1","5","5","1","1","1379","1531","1","0","1","2","0.12","0.45","0","25","2024-01-29 16:59:20"
"test","0","9","3","1","5","5","0","0","300","427","0","1","1","1","0.12","0.22","0","25","2024-01-29 16:59:24"
"test","0","10","12","0","5","5","0","0","0","0","0","0","3","4","0.55","0.88","1","25","2024-01-29 16:59:39"
"test","0","11","1","0","5","5","0","1","0","0","0","0","1","4","0.12","0.71","1","25","2024-01-29 16:59:47"
"test","0","12","7","0","5","5","0","1","0","0","0","0","1","4","0.29","0.88","1","25","2024-01-29 16:59:54"
"test","0","13","11","0","5","5","0","0","0","0","0","0","2","2","0.37","0.45","1","25","2024-01-29 17:00:01"
"test","0","0","4","1","5","5","1","1","859","971","1","0","1","4","0.16","0.84","0","0","2024-01-29 17:06:08"
"test","0","1","7","1","5","5","0","0","1059","1391","0","1","1","4","0.29","0.88","1","0","2024-01-29 17:06:13"
"test","0","2","13","1","5","5","0","0","1500","1647","0","1","3","3","0.55","0.63","0","0","2024-01-29 17:06:17"
"test","0","0","11","2","5","5","0","1","699","1048","0","1","2","2","0.37","0.45","0","0","2024-01-29 17:07:02"
"test","0","1","10","1","5","5","1","1","539","955","1","1","2","3","0.37","0.63","0","0","2024-01-29 17:07:06"
"test","0","2","9","1","5","5","0","0","520","1375","0","1","2","4","0.37","0.84","1","0","2024-01-29 17:07:11"
"test","0","0","7","1","5","5","1","1","660","777","1","0","1","4","0.29","0.88","1","0","2024-01-29 17:08:28"
"test","0","1","14","1","5","5","1","1","979","1125","1","0","3","4","0.63","0.78","0","5","2024-01-29 17:08:33"
"test","0","2","5","1","5","5","0","0","159","288","0","1","1","3","0.16","0.63","1","5","2024-01-29 17:08:36"
"test","0","3","2","1","5","5","0","0","660","720","0","1","1","2","0.12","0.45","1","5","2024-01-29 17:08:41"
"test","0","4","2","1","5","5","1","1","416","542","1","0","1","2","0.12","0.45","0","5","2024-01-29 17:08:44"
"test","0","5","3","1","5","5","1","1","480","641","1","0","1","1","0.12","0.22","1","5","2024-01-29 17:08:48"
"test","0","6","7","1","5","5","1","1","779","956","1","0","1","4","0.29","0.88","0","10","2024-01-29 17:08:53"
"test","0","0","3","1","5","5","1","1","621","747","1","0","1","1","0.12","0.22","0","0","2024-01-29 17:09:28"
"test","0","1","8","1","5","5","1","1","1319","1623","1","0","1","4","0.29","0.71","1","0","2024-01-29 17:09:33"
"test","0","0","8","1","5","5","0","0","980","1363","0","1","1","4","0.29","0.71","1","0","2024-01-29 17:09:57"
"test","0","1","13","1","5","5","1","1","859","1214","1","1","3","3","0.55","0.63","0","5","2024-01-29 17:10:01"
"test","0","2","7","1","5","5","0","0","760","966","0","1","1","4","0.29","0.88","1","5","2024-01-29 17:10:04"
"test","0","3","3","1","5","5","0","0","1039","1222","0","1","1","1","0.12","0.22","0","5","2024-01-29 17:10:08"
"test","0","4","14","1","5","5","1","1","799","1718","1","0","3","4","0.63","0.78","0","10","2024-01-29 17:10:12"
"test","0","5","9","1","5","5","0","0","939","1434","0","1","2","4","0.37","0.84","0","15","2024-01-29 17:10:16"
"test","0","6","6","1","5","5","0","0","780","875","0","1","1","2","0.22","0.37","1","15","2024-01-29 17:10:20"
"test","0","0","1","1","5","5","0","0","761","859","0","1","1","4","0.12","0.71","0","0","2024-01-29 17:11:21"
"test","0","1","1","1","5","5","1","1","839","924","1","0","1","4","0.12","0.71","0","0","2024-01-29 17:11:24"
"test","0","2","10","1","5","5","1","1","600","695","1","0","2","3","0.37","0.63","1","0","2024-01-29 17:11:28"
"test","0","3","15","2","5","5","0","1","960","1892","1","2","4","4","0.78","0.88","0","5","2024-01-29 17:11:33"
"test","0","4","5","1","5","5","0","0","1019","1116","0","1","1","3","0.16","0.63","0","10","2024-01-29 17:11:37"
"test","0","5","0","1","5","5","1","1","520","736","1","0","1","4","0.12","0.88","1","10","2024-01-29 17:11:41"
"test","0","6","10","1","5","5","0","0","1720","2288","0","1","2","3","0.37","0.63","0","15","2024-01-29 17:11:46"
"test","0","7","9","1","5","5","1","1","500","652","1","0","2","4","0.37","0.84","1","15","2024-01-29 17:11:50"
"test","0","8","3","1","5","5","0","0","1159","1280","0","1","1","1","0.12","0.22","1","15","2024-01-29 17:11:54"
"test","0","9","2","1","5","5","0","0","899","995","0","1","1","2","0.12","0.45","0","15","2024-01-29 17:11:58"
"test","0","0","0","1","5","5","1","1","800","1010","1","0","1","4","0.12","0.88","0","0","2024-01-29 17:12:45"
"test","0","1","7","1","5","5","0","0","479","676","0","1","1","4","0.29","0.88","0","5","2024-01-29 17:12:49"
"test","0","2","2","1","5","5","1","1","680","797","1","0","1","2","0.12","0.45","0","10","2024-01-29 17:12:53"
"test","0","3","13","1","5","5","1","1","1000","1181","1","0","3","3","0.55","0.63","0","15","2024-01-29 17:12:57"
"test","0","4","8","1","5","5","1","1","1080","1368","1","0","1","4","0.29","0.71","0","20","2024-01-29 17:13:01"
"test","0","5","7","1","5","5","0","0","579","697","0","1","1","4","0.29","0.88","1","20","2024-01-29 17:13:05"
"test","0","6","11","1","5","5","1","1","720","825","1","0","2","2","0.37","0.45","1","20","2024-01-29 17:13:09"
"test","0","7","3","1","5","5","0","0","639","769","0","1","1","1","0.12","0.22","1","20","2024-01-29 17:13:12"
"test","0","0","13","1","5","5","0","0","979","1387","1","1","3","3","0.55","0.63","0","5","2024-01-30 10:32:39"
"test","0","1","15","1","5","5","0","0","740","879","0","1","4","4","0.78","0.88","0","5","2024-01-30 10:32:43"
"test","0","2","9","1","5","5","1","1","841","1110","1","1","2","4","0.37","0.84","0","10","2024-01-30 10:32:47"
"test","0","3","11","1","5","5","0","0","500","667","0","1","2","2","0.37","0.45","0","15","2024-01-30 10:32:50"
"test","0","4","14","1","5","5","0","0","799","1279","0","1","3","4","0.63","0.78","0","20","2024-01-30 10:32:55"
"test","0","5","3","1","5","5","1","1","600","763","1","0","1","1","0.12","0.22","1","20","2024-01-30 10:32:58"
"test","0","0","15","2","5","5","1","0","1299","1691","1","0","4","4","0.78","0.88","0","5","2024-01-30 10:42:20"
"test","0","1","13","1","5","5","0","0","739","827","0","1","3","3","0.55","0.63","0","10","2024-01-30 10:42:23"
