agent,expName,model,0
6718b9bc107831749fa97950,FullPilot14,single,3
671f8f783bd4d777e17c36e6,FullPilot14,independent,3
671f8f783bd4d777e17c36e6,FullPilot14,log-ratio,3
671f8f783bd4d777e17c36e6,FullPilot14,single,3
6728e9f22f76d709508acf02,FullPilot14,independent,3
6728e9f22f76d709508acf02,FullPilot14,log-ratio,3
6728e9f22f76d709508acf02,FullPilot14,single,3
673487045133bc17c8100d16,FullPilot14,independent,3
673487045133bc17c8100d16,FullPilot14,log-ratio,3
673487045133bc17c8100d16,FullPilot14,single,3
673cc81c2536e8c40857dc33,FullPilot14,independent,3
673cc81c2536e8c40857dc33,FullPilot14,log-ratio,3
673cc81c2536e8c40857dc33,FullPilot14,single,3
673efaa7caf0942718ac1631,FullPilot14,independent,3
673efaa7caf0942718ac1631,FullPilot14,log-ratio,3
673efaa7caf0942718ac1631,FullPilot14,single,3
6743a27eda56d91031757fdc,FullPilot14,independent,3
6743a27eda56d91031757fdc,FullPilot14,log-ratio,3
6743a27eda56d91031757fdc,FullPilot14,single,3
6745171138a79bddfee4e965,FullPilot14,independent,3
6745171138a79bddfee4e965,FullPilot14,log-ratio,3
6745171138a79bddfee4e965,FullPilot14,single,3
6746499fde684b081912c056,FullPilot14,independent,3
6746499fde684b081912c056,FullPilot14,log-ratio,3
6746499fde684b081912c056,FullPilot14,single,3
6751826af853585828786233,FullPilot14,independent,3
6751826af853585828786233,FullPilot14,log-ratio,3
6751826af853585828786233,FullPilot14,single,3
6751e21bab5bb259997e4c67,FullPilot14,independent,3
6751e21bab5bb259997e4c67,FullPilot14,log-ratio,3
6751e21bab5bb259997e4c67,FullPilot14,single,3
6752385b8b997da454e1b2b4,FullPilot14,independent,3
6752385b8b997da454e1b2b4,FullPilot14,log-ratio,3
6752385b8b997da454e1b2b4,FullPilot14,single,3
675708ab3fe4f014cb8f3100,FullPilot14,independent,3
675708ab3fe4f014cb8f3100,FullPilot14,log-ratio,3
675708ab3fe4f014cb8f3100,FullPilot14,single,3
67579b182f3a6e41fb761791,FullPilot14,independent,3
67579b182f3a6e41fb761791,FullPilot14,log-ratio,3
67579b182f3a6e41fb761791,FullPilot14,single,3
67594446e891cd9a76235f36,FullPilot14,independent,3
67594446e891cd9a76235f36,FullPilot14,log-ratio,3
67594446e891cd9a76235f36,FullPilot14,single,3
675967674f07f1afe5626a04,FullPilot14,independent,3
675967674f07f1afe5626a04,FullPilot14,log-ratio,3
675967674f07f1afe5626a04,FullPilot14,single,3
6759a46833a61fefe76b05ba,FullPilot14,independent,3
6759a46833a61fefe76b05ba,FullPilot14,log-ratio,3
6759a46833a61fefe76b05ba,FullPilot14,single,3
6759bab1432aedd5f3c18487,FullPilot14,independent,3
6759bab1432aedd5f3c18487,FullPilot14,log-ratio,3
6759bab1432aedd5f3c18487,FullPilot14,single,3
675b1e5ccc5e27bebe6ea4cb,FullPilot14,independent,3
675b1e5ccc5e27bebe6ea4cb,FullPilot14,log-ratio,3
675b1e5ccc5e27bebe6ea4cb,FullPilot14,single,3
675bead4e4f525677a43a27a,FullPilot14,independent,3
675bead4e4f525677a43a27a,FullPilot14,log-ratio,3
675bead4e4f525677a43a27a,FullPilot14,single,3
675d2f5d0cc936cb053e09eb,FullPilot14,independent,3
675d2f5d0cc936cb053e09eb,FullPilot14,log-ratio,3
675d2f5d0cc936cb053e09eb,FullPilot14,single,3
675d7c82a4e3245aa7687d52,FullPilot14,independent,3
675d7c82a4e3245aa7687d52,FullPilot14,log-ratio,3
675d7c82a4e3245aa7687d52,FullPilot14,single,3
675da16368f40dd379799754,FullPilot14,independent,3
675da16368f40dd379799754,FullPilot14,log-ratio,3
675da16368f40dd379799754,FullPilot14,single,3
675dd4aed41b2116f978a0a1,FullPilot14,independent,3
675dd4aed41b2116f978a0a1,FullPilot14,log-ratio,3
675dd4aed41b2116f978a0a1,FullPilot14,single,3
675edf24452fd3015aaee4dc,FullPilot14,independent,3
675edf24452fd3015aaee4dc,FullPilot14,log-ratio,3
675edf24452fd3015aaee4dc,FullPilot14,single,3
675eedc3e29d31f79d612346,FullPilot14,independent,3
675eedc3e29d31f79d612346,FullPilot14,log-ratio,3
675eedc3e29d31f79d612346,FullPilot14,single,3
675efe6044b2f5bde425ceac,FullPilot14,independent,3
675efe6044b2f5bde425ceac,FullPilot14,log-ratio,3
675efe6044b2f5bde425ceac,FullPilot14,single,3
67603ec6f369599a362eecb9,FullPilot14,independent,3
67603ec6f369599a362eecb9,FullPilot14,log-ratio,3
67603ec6f369599a362eecb9,FullPilot14,single,3
67628f7b4f57e91918c49e72,FullPilot14,independent,3
67628f7b4f57e91918c49e72,FullPilot14,log-ratio,3
67628f7b4f57e91918c49e72,FullPilot14,single,3
677a58735c4ac72aaffc95a7,FullPilot14,independent,3
677a58735c4ac72aaffc95a7,FullPilot14,log-ratio,3
677a58735c4ac72aaffc95a7,FullPilot14,single,3
677b177da6c75e1c1a0d8c5f,FullPilot14,independent,3
677b177da6c75e1c1a0d8c5f,FullPilot14,log-ratio,3
677b177da6c75e1c1a0d8c5f,FullPilot14,single,3
