agent,model,trial,session,ll,param_0,param_1
5484d361fdf99b0379939d5b,absolute,208,3,-0.6252260414017883,1.0002774623382578,1.0001801030824622
5484d361fdf99b0379939d5b,absolute,209,3,-1.6060235015128228,1.0002774622778552,1.0001801634079202
5484d361fdf99b0379939d5b,absolute,210,3,0.6160282668309662,1.0002774622778552,1.0001801634079202
5484d361fdf99b0379939d5b,absolute,211,3,-0.4880633339716951,1.0002774622778552,1.0001801634079202
5484d361fdf99b0379939d5b,absolute,212,3,-0.05455563699570121,1.0002774622778552,1.0001801634079202
5484d361fdf99b0379939d5b,absolute,213,3,0.3263682959988614,1.0002774622778552,1.0001801634079202
5484d361fdf99b0379939d5b,absolute,214,3,-1.5616668098878392,1.0002774622778552,1.0001801634079202
5484d361fdf99b0379939d5b,absolute,215,3,-2.1924678947061125,1.0002766313485392,1.0001856431558342
5484d361fdf99b0379939d5b,absolute,216,3,-1.0749659119199748,1.0002861395449731,1.0001951475447517
5484d361fdf99b0379939d5b,absolute,217,3,-0.6280122737403531,1.0002861395449731,1.0001951475447517
5484d361fdf99b0379939d5b,absolute,218,3,-0.010032561182896416,1.0002861395449731,1.0001951475447517
5484d361fdf99b0379939d5b,absolute,219,3,0.5216962685027511,1.0002861395449731,1.0001951475447517
5484d361fdf99b0379939d5b,absolute,220,3,-0.8205884184974366,1.0002854757401423,1.0001945568827224
5484d361fdf99b0379939d5b,absolute,221,3,1.2704128115482831,1.0002860025148037,1.0001950839317781
5484d361fdf99b0379939d5b,absolute,222,3,-1.2637823333481606,1.0002641421290228,1.0001757203622916
5484d361fdf99b0379939d5b,absolute,223,3,-1.7575114005992134,1.0002641421290228,1.0001757203622916
5484d361fdf99b0379939d5b,absolute,224,3,-0.9804778673511123,1.0002641421290228,1.0001757203622916
5484d361fdf99b0379939d5b,absolute,225,3,-0.660634542432831,1.0002641421290228,1.0001757203622916
5484d361fdf99b0379939d5b,absolute,226,3,0.5618607383787833,1.0002638785095201,1.0001754567660925
5484d361fdf99b0379939d5b,absolute,227,3,-0.4126209384701838,1.0002638785095201,1.0001754567660925
5484d361fdf99b0379939d5b,absolute,228,3,-1.4657333172538074,1.0002609756854417,1.0001722919039635
5484d361fdf99b0379939d5b,absolute,229,3,0.7091929696059651,1.0002609589028801,1.0001722792954078
5484d361fdf99b0379939d5b,absolute,230,3,-1.1353842614041412,1.000262850453343,1.0001732574586615
5484d361fdf99b0379939d5b,absolute,231,3,0.1953971167716304,1.0002628944172995,1.0001733014992007
5484d361fdf99b0379939d5b,absolute,232,3,-0.917411904238719,1.00026292066213,1.0001733275080815
5484d361fdf99b0379939d5b,absolute,233,3,-0.5205347137854517,1.00026292066213,1.0001733275080815
5484d361fdf99b0379939d5b,absolute,234,3,-3.014984207376159,1.0002638703515305,1.000174186911662
5484d361fdf99b0379939d5b,absolute,235,3,-0.513368974678059,1.0002638703515305,1.000174186911662
5484d361fdf99b0379939d5b,absolute,236,3,0.10985435648552766,1.0002648046528688,1.0001746569970642
5484d361fdf99b0379939d5b,absolute,237,3,-2.83973854865917,1.0002648046528688,1.0001746569970642
5484d361fdf99b0379939d5b,absolute,238,3,-1.0791958690150523,1.0002648046528688,1.0001746569970642
5484d361fdf99b0379939d5b,absolute,239,3,0.5636725361906088,1.0002669821480936,1.0001769801405087
5484d361fdf99b0379939d5b,absolute,240,3,-1.3099376942614924,1.0002665454866755,1.0001765435183805
5484d361fdf99b0379939d5b,absolute,241,3,1.976743475882074,1.0002665454866755,1.0001765435183805
5484d361fdf99b0379939d5b,absolute,242,3,-1.9212011732368524,1.0002674894210144,1.0001777021610143
5484d361fdf99b0379939d5b,absolute,243,3,-2.4201000823865115,1.0002708594404026,1.0001817657301388
5484d361fdf99b0379939d5b,absolute,244,3,-0.6062071690287496,1.0002716485700784,1.0001815088532573
5484d361fdf99b0379939d5b,absolute,245,3,-1.4246119407615936,1.0002716485700784,1.0001815088532573
5484d361fdf99b0379939d5b,absolute,246,3,1.18954072140437,1.0002707610117867,1.0002237044961784
5484d361fdf99b0379939d5b,absolute,247,3,0.9142857922756775,1.0002705239950105,1.0002234775359906
5484d361fdf99b0379939d5b,absolute,248,3,0.5783533644785734,1.0002706624653583,1.0002234658059723
5484d361fdf99b0379939d5b,absolute,249,3,-0.482075767317383,1.000270245816555,1.0002276670264287
5484d361fdf99b0379939d5b,absolute,250,3,-1.1693422547754153,1.000270245816555,1.0002276670264287
5484d361fdf99b0379939d5b,absolute,251,3,1.902766954837233,1.000270245816555,1.0002276670264287
5484d361fdf99b0379939d5b,absolute,252,3,-2.7801565485032143,1.0002711897602095,1.0002286109701233
5484d361fdf99b0379939d5b,absolute,253,3,-3.7854826145795073,1.0002711897602095,1.0002286109701233
5484d361fdf99b0379939d5b,absolute,254,3,0.2826201524684677,1.0002755666939172,1.000234056606776
5484d361fdf99b0379939d5b,absolute,255,3,1.2648144992960226,1.0002765552074653,1.0002351330155195
5484d361fdf99b0379939d5b,absolute,256,3,-2.609726751144052,1.0002765552074653,1.0002351330155195
5484d361fdf99b0379939d5b,absolute,257,3,-1.225418745586154,1.0002765552074653,1.0002351330155195
5484d361fdf99b0379939d5b,absolute,258,3,-1.2004903148416304,1.0002765552074653,1.0002351330155195
5484d361fdf99b0379939d5b,absolute,259,3,0.5255553248132117,1.0002765429995266,1.0002351208080864
5484d361fdf99b0379939d5b,absolute,260,3,0.2854021879744266,1.0002765228622121,1.000255232418758
5484d361fdf99b0379939d5b,absolute,261,3,0.4179276474682183,1.0002765783700893,1.0002556434089702
5484d361fdf99b0379939d5b,absolute,262,3,-1.269070144604683,1.0002765761844998,1.0002556412234265
5484d361fdf99b0379939d5b,absolute,263,3,1.4731757650587554,1.0002765761844998,1.0002556412234265
5484d361fdf99b0379939d5b,absolute,264,3,-1.1357167108957924,1.0002765759761005,1.0002556410150314
5484d361fdf99b0379939d5b,absolute,265,3,-1.6229703384127845,1.0002765689395283,1.0002626686052598
5484d361fdf99b0379939d5b,absolute,266,3,-0.10403536188272255,1.000276437126349,1.0002625367939122
5484d361fdf99b0379939d5b,absolute,267,3,-3.550892283767098,1.0002764351320281,1.0002635774877522
5484d361fdf99b0379939d5b,absolute,268,3,2.578476384095154,1.0002764351320281,1.0002635774877522
5484d361fdf99b0379939d5b,absolute,269,3,-2.825858675232638,1.0002764351320281,1.0002635774877522
5484d361fdf99b0379939d5b,absolute,270,3,2.2593770719749386,1.0002742666315685,1.0002614090151667
5484d361fdf99b0379939d5b,absolute,271,3,-1.7041237871342219,1.0002788282475303,1.0002618197443236
5484d361fdf99b0379939d5b,absolute,272,3,-0.5055178146330093,1.0002788282475303,1.0002618197443236
5484d361fdf99b0379939d5b,absolute,273,3,-1.40258751847324,1.0002788282475303,1.0002618197443236
5484d361fdf99b0379939d5b,absolute,274,3,0.9766576353600271,1.0002779329169904,1.0002614122695404
